hit_rate,miss_rate,outage_probability,noma_success_rate,sic_success_rate,cic_benefit_rate,avg_throughput,spectral_efficiency,energy_per_bit,total_requests,cache_hits,noma_transmissions,outages,cic_events,phase,capacity,current_size,utilization,total_hits,total_misses,evictions,cic_opportunities,cic_rate,noma_paired_hits,noma_awareness_enabled,training_step,epsilon,eval_mode,avg_episode_reward,avg_loss,replay_buffer_size,use_neural_network,cic_count,sic_count,warm_up_steps,beta,action_dim,state_dim,episode
0.4925,0.5075000000000001,0.0,1.0,0.0,2.605911330049261,5.946287048861778,11.716821771156212,0.1706947531559696,800,394,406,0,406,train,200,200,1.0,394,406,1,647,0.80875,394,True,10400,0.9678250000004098,False,1261.4692307692296,0.009353976903948933,10400,True,8132,5115,800,0.0,2,14,12
0.51125,0.48875,0.22250639386189258,0.7774936061381074,0.0,2.6547314578005117,5.884675520447706,12.040256819330345,0.1661094136122618,800,409,391,87,391,train,200,200,1.0,409,391,21,573,0.71625,409,True,11200,0.9653500000004414,False,1266.6428571428557,0.01664030580664985,11200,True,8816,5524,800,0.0,2,14,13
0.535,0.46499999999999997,0.10752688172043011,0.8924731182795699,0.0,2.736559139784946,6.1519363905228515,13.229970732307207,0.15117191416879386,800,428,372,40,372,train,200,187,0.935,428,372,0,643,0.80375,428,True,12000,0.9628750000004729,False,1265.5733333333321,0.011908558563445694,12000,True,9515,5952,800,0.0,2,14,14
0.5,0.5,0.055,0.945,0.0,2.4575,6.143159195337833,12.286318390675666,0.16278269343221974,800,400,400,22,400,train,200,200,1.0,400,400,9,552,0.69,400,True,12800,0.9604000000005044,False,1265.3624999999988,0.008453690424212255,12800,True,10163,6352,800,0.0,2,14,15
0.5075,0.49250000000000005,0.116751269035533,0.883248730964467,0.0,2.261421319796954,5.798021156398918,11.772631789642473,0.1698855477463921,800,406,394,46,394,train,200,200,1.0,406,394,7,421,0.52625,406,True,13600,0.9579250000005359,False,1264.041176470587,0.007636959576047957,13600,True,10759,6758,800,0.0,2,14,16
0.4775,0.5225,0.04066985645933014,0.9593301435406698,0.0,2.0861244019138754,5.4963443887701064,10.519319404344701,0.19012636874339586,800,382,418,17,418,train,200,200,1.0,382,418,11,394,0.4925,382,True,14400,0.9554500000005675,False,1263.5555555555543,0.009283370937919245,14400,True,11328,7140,800,0.0,2,14,17
0.49125,0.50875,0.07371007371007371,0.9262899262899262,0.0,2.3955773955773956,6.661969334682755,13.094780019032443,0.15273261536987448,800,393,407,30,407,train,200,200,1.0,393,407,2,553,0.69125,393,True,15200,0.952975000000599,False,1261.5842105263146,0.0069102077581919726,15200,True,11975,7533,800,0.0,2,14,18
0.505,0.495,0.0,1.0,0.0,2.191919191919192,6.07584792185477,12.274440246171253,0.16294022048165144,800,404,396,0,396,train,200,200,1.0,404,396,0,400,0.5,404,True,16000,0.9505000000006305,False,1260.6199999999988,0.008304568445309997,16000,True,12554,7937,800,0.0,2,14,19
0.52625,0.47375,0.044854881266490766,0.9551451187335093,0.0,2.678100263852243,6.728361621505789,14.202346430619079,0.14082180080385634,800,421,379,17,379,train,200,196,0.98,421,379,0,557,0.69625,421,True,16800,0.948025000000662,False,1261.35238095238,0.01489697074634023,16800,True,13240,8358,800,0.0,2,14,20
0.505,0.495,0.15404040404040403,0.8459595959595959,0.0,2.6035353535353534,5.929420998665168,11.978628280131652,0.16696402569877716,800,404,396,61,396,train,200,200,1.0,404,396,10,649,0.81125,404,True,17600,0.9455500000006936,False,1262.7681818181807,0.01145137069921475,17600,True,13930,8762,800,0.0,2,14,21
0.4825,0.5175000000000001,0.19082125603864733,0.8091787439613527,0.0,2.2729468599033815,5.690733449854584,10.996586376530596,0.18187462286191733,800,386,414,79,414,train,200,200,1.0,386,414,4,512,0.64,386,True,18400,0.9430750000007251,False,1261.3608695652163,0.0111842211720068,18400,True,14554,9148,800,0.0,2,14,22
0.49375,0.50625,0.09876543209876543,0.9012345679012346,0.0,2.0320987654320986,5.75323494360058,11.364414703408553,0.1759879458992407,800,395,405,40,405,train,200,193,0.965,395,405,0,362,0.4525,395,True,19200,0.9406000000007566,False,1259.6249999999989,0.010533692943572532,19200,True,15104,9543,800,0.0,2,14,23
0.49875,0.50125,0.19201995012468828,0.8079800498753117,0.0,2.513715710723192,5.6435652792203665,11.258983100689012,0.17763593586685522,800,399,401,77,401,train,200,200,1.0,399,401,0,594,0.7425,399,True,20000,0.9381250000007881,False,1258.1559999999988,0.010933366063982248,20000,True,15773,9942,800,0.0,2,14,24
0.50625,0.49375,0.20506329113924052,0.7949367088607595,0.0,2.3367088607594937,5.838888768635835,11.825597506097894,0.16912464668011032,800,405,395,81,395,train,200,186,0.93,405,395,0,458,0.5725,405,True,20800,0.9356500000008197,False,1255.9115384615372,0.01619972339569358,20800,True,16396,10347,800,0.0,2,14,25
0.49125,0.50875,0.2727272727272727,0.7272727272727273,0.0,2.2334152334152333,6.182652399516723,12.152633709123778,0.16457337955462847,800,393,407,111,407,train,200,200,1.0,393,407,9,435,0.54375,393,True,21600,0.9331750000008512,False,1255.9555555555544,0.011573231802904047,21600,True,16996,10740,800,0.0,2,14,26
0.48,0.52,0.14903846153846154,0.8509615384615384,0.0,2.3653846153846154,6.1302508439124495,11.788943930600864,0.16965048029523228,800,384,416,62,416,train,200,200,1.0,384,416,13,533,0.66625,384,True,22400,0.9307000000008827,False,1255.3749999999986,0.010837002046173438,22400,True,17640,11124,800,0.0,2,14,27
0.47875,0.52125,0.1366906474820144,0.8633093525179856,0.0,2.326139088729017,6.21810105740682,11.929210661691739,0.16765568625781735,800,383,417,57,417,train,200,200,1.0,383,417,18,495,0.61875,383,True,23200,0.9282250000009142,False,1254.865517241378,0.011286322301311885,23200,True,18275,11507,800,0.0,2,14,28
0.53,0.47,0.14361702127659576,0.8563829787234043,0.0,2.574468085106383,6.325205932892452,13.457884963600963,0.14861176220552674,800,424,376,54,376,train,200,188,0.94,424,376,0,545,0.68125,424,True,24000,0.9257500000009458,False,1255.4133333333318,0.011545476605533622,24000,True,18940,11931,800,0.0,2,14,29
0.5,0.5,0.055,0.945,0.0,2.24,6.0082652345164425,12.016530469032885,0.1664373926529031,800,400,400,22,400,train,200,200,1.0,400,400,2,453,0.56625,400,True,24800,0.9232750000009773,False,1255.5838709677405,0.016368024601542856,24800,True,19542,12331,800,0.0,2,14,30
0.48625,0.5137499999999999,0.1386861313868613,0.8613138686131386,0.0,2.389294403892944,5.983014350077346,11.64577002448145,0.17173617509152672,800,389,411,57,411,train,200,200,1.0,389,411,18,518,0.6475,389,True,25600,0.9208000000010088,False,1256.040624999999,0.009161866966460366,25600,True,20185,12720,800,0.0,2,14,31
0.515,0.485,0.12628865979381443,0.8737113402061856,0.0,2.600515463917526,6.257905677083487,12.902898303264921,0.15500393423188683,800,412,388,49,388,train,200,200,1.0,412,388,5,596,0.745,412,True,26400,0.9183250000010403,False,1257.0424242424233,0.010319999679632019,26400,True,20864,13132,800,0.0,2,14,32
0.51875,0.48124999999999996,0.06233766233766234,0.9376623376623376,0.0,2.4363636363636365,6.257070035632287,13.001703970145012,0.15382599116181025,800,415,385,24,385,train,200,194,0.97,415,385,0,501,0.62625,415,True,27200,0.9158500000010719,False,1257.0588235294108,0.010711101162887643,27200,True,21500,13547,800,0.0,2,14,33
0.5225,0.47750000000000004,0.0,1.0,0.0,2.316753926701571,6.167111062876362,12.915415838484527,0.1548537054486878,800,418,382,0,382,train,200,200,1.0,418,382,4,399,0.49875,418,True,28000,0.9133750000011034,False,1257.6742857142847,0.010385342742374633,28000,True,22102,13965,800,0.0,2,14,34
0.50625,0.49375,0.09873417721518987,0.9012658227848102,0.0,2.4329113924050634,5.939139931730029,12.02863783641525,0.1662698658983016,800,405,395,39,395,train,200,200,1.0,405,395,2,502,0.6275,405,True,28800,0.9109000000011349,False,1257.8527777777767,0.006315480667690281,28800,True,22742,14370,800,0.0,2,14,35
0.515,0.485,0.13659793814432988,0.8634020618556701,0.0,2.417525773195876,6.301071830256991,12.99190068094225,0.15394206352991827,800,412,388,53,388,train,200,197,0.985,412,388,0,489,0.61125,412,True,29600,0.9084250000011664,False,1258.1351351351339,0.015082959332794417,29600,True,23372,14782,800,0.0,2,14,36
0.51375,0.48624999999999996,0.0,1.0,0.0,2.506426735218509,6.676067145970507,13.729701071404643,0.14566959539749005,800,411,389,0,389,train,200,200,1.0,411,389,22,508,0.635,411,True,30400,0.905950000001198,False,1260.0973684210514,0.005964164411416277,30400,True,24015,15193,800,0.0,2,14,37
0.50125,0.49875,0.3609022556390977,0.6390977443609023,0.0,2.3333333333333335,5.9287176196469265,11.8871531220991,0.16824886324395466,800,401,399,144,399,train,200,200,1.0,401,399,24,460,0.575,401,True,31200,0.9034750000012295,False,1261.1666666666656,0.012610609941184521,31200,True,24631,15594,800,0.0,2,14,38
0.485,0.515,0.0,1.0,0.0,1.8713592233009708,6.479484895610072,12.58152406914577,0.1589632534984127,800,388,412,0,412,train,200,200,1.0,388,412,26,249,0.31125,388,True,32000,0.901000000001261,False,1261.514999999999,0.005686088523070794,32000,True,25129,15982,800,0.0,2,14,39
0.5025,0.49750000000000005,0.05778894472361809,0.9422110552763819,0.0,2.2939698492462313,5.946352166776142,11.95246666688672,0.1673294773154087,800,402,398,23,398,train,200,200,1.0,402,398,3,449,0.56125,402,True,32800,0.8985250000012925,False,1261.2512195121942,0.008753622581134551,32800,True,25738,16384,800,0.0,2,14,40
0.51,0.49,0.14030612244897958,0.8596938775510204,0.0,2.36734693877551,6.068836829011688,12.385381283697322,0.16148069681411972,800,408,392,55,392,train,200,200,1.0,408,392,5,500,0.625,408,True,33600,0.8960500000013241,False,1261.3904761904753,0.013059919945080765,33600,True,26362,16792,800,0.0,2,14,41
0.5275,0.47250000000000003,0.10582010582010581,0.8941798941798942,0.0,2.5899470899470898,6.7896205910850425,14.369567388539773,0.13918303494613687,800,422,378,40,378,train,200,183,0.915,422,378,0,532,0.665,422,True,34400,0.8935750000013556,False,1261.1720930232548,0.010636687476799125,34400,True,27028,17214,800,0.0,2,14,42
0.50375,0.49624999999999997,0.1561712846347607,0.8438287153652393,0.0,2.1536523929471034,5.916060841650844,11.921533182167948,0.16776365669069898,800,403,397,62,397,train,200,200,1.0,403,397,26,359,0.44875,403,True,35200,0.8911000000013871,False,1262.6659090909081,0.014075084540236276,35200,True,27590,17617,800,0.0,2,14,43
0.50625,0.49375,0.12658227848101267,0.8734177215189873,0.0,2.2455696202531645,5.741176950446496,11.62770015280303,0.17200305939415458,800,405,395,50,395,train,200,200,1.0,405,395,14,420,0.525,405,True,36000,0.8886250000014186,False,1262.7333333333324,0.01045485342037864,36000,True,28182,18022,800,0.0,2,14,44
0.50875,0.49124999999999996,0.1272264631043257,0.8727735368956743,0.0,2.4529262086513994,5.79661702754222,11.799729318152101,0.1694954135026896,800,407,393,50,393,train,200,200,1.0,407,393,16,475,0.59375,407,True,36800,0.8861500000014502,False,1263.6391304347817,0.01292763735720655,36800,True,28821,18429,800,0.0,2,14,45
0.49375,0.50625,0.0,1.0,0.0,2.2493827160493827,6.426511893435823,12.694344480860885,0.15755047478153572,800,395,405,0,405,train,200,200,1.0,395,405,12,465,0.58125,395,True,37600,0.8836750000014817,False,1263.168085106382,0.006568704004894244,37600,True,29429,18824,800,0.0,2,14,46
0.52,0.48,0.0,1.0,0.0,2.4661458333333335,6.1525354784630055,12.817782246797927,0.1560332326990209,800,416,384,0,384,train,200,193,0.965,416,384,0,456,0.57,416,True,38400,0.8812000000015132,False,1262.9854166666657,0.010126646204007557,38400,True,30069,19240,800,0.0,2,14,47
0.49375,0.50625,0.07407407407407407,0.9259259259259259,0.0,2.471604938271605,6.085653606873332,12.021044161725099,0.1663748983110787,800,395,405,30,405,train,200,200,1.0,395,405,10,537,0.67125,395,True,39200,0.8787250000015447,False,1262.6183673469377,0.007161844519723673,39200,True,30734,19635,800,0.0,2,14,48
0.50375,0.49624999999999997,0.22670025188916876,0.7732997481108312,0.0,2.3879093198992445,5.762391141869849,11.611871318629419,0.1722375270204136,800,403,397,90,397,train,200,200,1.0,403,397,14,494,0.6175,403,True,40000,0.8762500000015763,False,1263.009999999999,0.0168913009892276,40000,True,31372,20038,800,0.0,2,14,49
0.50625,0.49375,0.1949367088607595,0.8050632911392405,0.0,2.610126582278481,5.648905579588583,11.440821427014853,0.17481262274380602,800,405,395,77,395,train,200,200,1.0,405,395,10,611,0.76375,405,True,40800,0.8737750000016078,False,1263.5039215686263,0.008347313414269593,40800,True,32059,20443,800,0.0,2,14,50
0.5,0.5,0.115,0.885,0.0,2.39,6.228321761980519,12.456643523961038,0.1605568944919143,800,400,400,46,400,train,200,200,1.0,400,400,11,507,0.63375,400,True,41600,0.8713000000016393,False,1263.528846153845,0.009896078428719193,41600,True,32694,20843,800,0.0,2,14,51
0.48125,0.51875,0.18072289156626506,0.8192771084337349,0.0,2.366265060240964,5.654108226856685,10.899485738518912,0.18349489581255896,800,385,415,75,415,train,200,200,1.0,385,415,24,549,0.68625,385,True,42400,0.8688250000016708,False,1263.5698113207536,0.0118857717255014,42400,True,33339,21228,800,0.0,2,14,52
0.51625,0.48375,0.041343669250646,0.958656330749354,0.0,2.661498708010336,6.051555151528375,12.509674731841603,0.1598762592051481,800,413,387,16,387,train,200,200,1.0,413,387,9,615,0.76875,413,True,43200,0.8663500000017024,False,1264.1296296296287,0.01634572245020536,43200,True,34029,21641,800,0.0,2,14,53
0.52125,0.47875,0.14360313315926893,0.856396866840731,0.0,2.3342036553524803,6.055385297021526,12.64832438020162,0.15812371187527363,800,417,383,55,383,train,200,200,1.0,417,383,0,445,0.55625,417,True,44000,0.8638750000017339,False,1264.5036363636352,0.012163877305865753,44000,True,34634,22058,800,0.0,2,14,54
0.53125,0.46875,0.09866666666666667,0.9013333333333333,0.0,2.461333333333333,6.163793948150629,13.14942708938801,0.15209788125401003,800,425,375,37,375,train,200,192,0.96,425,375,0,473,0.59125,425,True,44800,0.8614000000017654,False,1264.9428571428562,0.009260016466287197,44800,True,35262,22483,800,0.0,2,14,55
0.5375,0.4625,0.0,1.0,0.0,2.7864864864864867,6.281626517828688,13.58189517368365,0.14725485467412605,800,430,370,0,370,train,200,196,0.98,430,370,0,610,0.7625,430,True,45600,0.858925000001797,False,1265.5280701754377,0.011769185497396393,45600,True,35965,22913,800,0.0,2,14,56
0.53875,0.46125000000000005,0.20596205962059622,0.7940379403794038,0.0,2.758807588075881,6.131669948513307,13.293593384310691,0.15044841091351804,800,431,369,76,369,train,200,200,1.0,431,369,22,607,0.75875,431,True,46400,0.8564500000018285,False,1267.144827586206,0.01043815462049679,46400,True,36655,23344,800,0.0,2,14,57
0.4875,0.5125,0.12439024390243902,0.875609756097561,0.0,1.9365853658536585,5.646343107012488,11.017254842951195,0.18153342447911094,800,390,410,51,410,train,200,200,1.0,390,410,15,309,0.38625,390,True,47200,0.85397500000186,False,1267.0169491525417,0.011401199676402029,47200,True,37179,23734,800,0.0,2,14,58
0.5125,0.48750000000000004,0.09487179487179487,0.9051282051282051,0.0,2.312820512820513,6.338432489506243,13.001912798987163,0.15382352050198322,800,410,390,37,390,train,200,200,1.0,410,390,1,448,0.56,410,True,48000,0.8515000000018915,False,1266.7933333333324,0.006711578781323624,48000,True,37782,24144,800,0.0,2,14,59
0.505,0.495,0.1919191919191919,0.8080808080808081,0.0,2.242424242424242,6.00338034556116,12.128041102143758,0.16490709284011904,800,404,396,76,396,train,200,200,1.0,404,396,20,418,0.5225,404,True,48800,0.849025000001923,False,1267.4573770491795,0.009277651333977701,48800,True,38369,24548,800,0.0,2,14,60
0.5075,0.49250000000000005,0.23096446700507614,0.7690355329949239,0.0,2.520304568527919,5.700654910659559,11.574933828750375,0.17278716488489154,800,406,394,91,394,train,200,200,1.0,406,394,25,552,0.69,406,True,49600,0.8465500000019546,False,1268.3322580645154,0.010375544353300938,49600,True,39021,24954,800,0.0,2,14,61
0.49625,0.5037499999999999,0.1513647642679901,0.8486352357320099,0.0,2.521091811414392,6.313977035054247,12.5339494492392,0.159566624079643,800,397,403,61,403,train,200,200,1.0,397,403,21,556,0.695,397,True,50400,0.8440750000019861,False,1268.6539682539676,0.01506245578500966,50400,True,39689,25351,800,0.0,2,14,62
0.48375,0.51625,0.0,1.0,0.0,2.539951573849879,5.708093634894647,11.056839970740235,0.18088350788223478,800,387,413,0,413,train,200,200,1.0,387,413,38,601,0.75125,387,True,51200,0.8416000000020176,False,1269.237499999999,0.007915914224286098,51200,True,40369,25738,800,0.0,2,14,63
0.5425,0.4575,0.13114754098360656,0.8688524590163934,0.0,2.5327868852459017,6.893187542105989,15.067076594767189,0.13273975129950571,800,434,366,48,366,train,200,200,1.0,434,366,8,425,0.53125,434,True,52000,0.8391250000020491,False,1270.1199999999992,0.009336763827159303,52000,True,40995,26172,800,0.0,2,14,64
0.5225,0.47750000000000004,0.05759162303664921,0.9424083769633508,0.0,2.481675392670157,6.669746814356237,13.968056155719868,0.14318384589118419,800,418,382,22,382,train,200,200,1.0,418,382,18,497,0.62125,418,True,52800,0.8366500000020807,False,1270.978787878787,0.0150247273320565,52800,True,41634,26590,800,0.0,2,14,65
0.51875,0.48124999999999996,0.05194805194805195,0.948051948051948,0.0,2.568831168831169,6.4304759198219354,13.362027885344283,0.1496778795225863,800,415,385,20,385,train,200,200,1.0,415,385,32,531,0.66375,415,True,53600,0.8341750000021122,False,1272.071641791044,0.007846991815749788,53600,True,42293,27005,800,0.0,2,14,66
0.55875,0.44125000000000003,0.0708215297450425,0.9291784702549575,0.0,2.9206798866855523,6.616849201661768,14.995692241726388,0.1333716355177578,800,447,353,25,353,train,200,185,0.925,447,353,0,656,0.82,447,True,54400,0.8317000000021437,False,1272.504411764705,0.006020162954155239,54400,True,43013,27452,800,0.0,2,14,67
0.5025,0.49750000000000005,0.06030150753768844,0.9396984924623115,0.0,2.2386934673366836,5.938354400752064,11.93639075528053,0.16755483638261603,800,402,398,24,398,train,200,200,1.0,402,398,5,437,0.54625,402,True,55200,0.8292250000021752,False,1272.143478260869,0.008346629251827836,55200,True,43600,27854,800,0.0,2,14,68
0.485,0.515,0.0,1.0,0.0,2.4101941747572817,6.2476340953902465,12.131328340563586,0.16486240779689307,800,388,412,0,412,train,200,200,1.0,388,412,35,543,0.67875,388,True,56000,0.8267500000022068,False,1272.4257142857134,0.016774650065635797,56000,True,44254,28242,800,0.0,2,14,69
0.55625,0.44375,0.29295774647887324,0.7070422535211267,0.0,2.704225352112676,6.4944090124601725,14.635287915403206,0.13665600646606066,800,445,355,104,355,train,200,200,1.0,445,355,0,535,0.66875,445,True,56800,0.8242750000022383,False,1273.4845070422527,0.013418623356701574,56800,True,44915,28687,800,0.0,2,14,70
0.5225,0.47750000000000004,0.0,1.0,0.0,2.837696335078534,6.123950466315433,12.825027154587294,0.15594508891816528,800,418,382,0,382,train,200,200,1.0,418,382,4,683,0.85375,418,True,57600,0.8218000000022698,False,1273.7416666666659,0.007230103901092661,57600,True,45651,29105,800,0.0,2,14,71
0.56125,0.43875,0.07692307692307693,0.9230769230769231,0.0,3.0028490028490027,6.5364685256222845,14.897933961532273,0.13424680262136812,800,449,351,27,351,train,200,200,1.0,449,351,30,656,0.82,449,True,58400,0.8193250000023014,False,1276.160273972602,0.011978429221489933,58400,True,46379,29554,800,0.0,2,14,72
0.50875,0.49124999999999996,0.09923664122137404,0.9007633587786259,0.0,2.3689567430025447,5.927810299410515,12.0667894135583,0.16574417033853187,800,407,393,39,393,train,200,200,1.0,407,393,26,449,0.56125,407,True,59200,0.8168500000023329,False,1276.7513513513504,0.0070540612901095305,59200,True,46995,29961,800,0.0,2,14,73
0.52125,0.47875,0.05221932114882506,0.9477806788511749,0.0,2.3759791122715406,6.099657690221639,12.74079935294337,0.1569760220372642,800,417,383,20,383,train,200,200,1.0,417,383,13,466,0.5825,417,True,60000,0.8143750000023644,False,1277.2279999999992,0.00925561942101922,60000,True,47610,30378,800,0.0,2,14,74
0.5275,0.47250000000000003,0.29365079365079366,0.7063492063492064,0.0,2.4894179894179893,6.799764795423443,14.39103660407078,0.1389753952424985,800,422,378,111,378,train,200,200,1.0,422,378,5,505,0.63125,422,True,60800,0.8119000000023959,False,1277.3631578947359,0.01360008304240182,60800,True,48250,30800,800,0.0,2,14,75
0.49625,0.5037499999999999,0.24813895781637718,0.7518610421836228,0.0,2.2828784119106698,5.406135683106886,10.731782993760568,0.1863623221940655,800,397,403,100,403,train,200,200,1.0,397,403,22,447,0.55875,397,True,61600,0.8094250000024275,False,1277.4896103896097,0.006798432581417728,61600,True,48851,31197,800,0.0,2,14,76
0.49625,0.5037499999999999,0.3746898263027295,0.6253101736972705,0.0,2.357320099255583,5.747491006866863,11.409411428023548,0.17529388019855638,800,397,403,151,403,train,200,200,1.0,397,403,26,502,0.6275,397,True,62400,0.806950000002459,False,1277.5346153846147,0.010204947817401262,62400,True,49476,31594,800,0.0,2,14,77
0.495,0.505,0.03712871287128713,0.9628712871287128,0.0,2.222772277227723,5.867614906266521,11.619039418349546,0.17213126903085202,800,396,404,15,404,train,200,200,1.0,396,404,32,405,0.50625,396,True,63200,0.8044750000024905,False,1278.0037974683537,0.012268440408515744,63200,True,50057,31990,800,0.0,2,14,78
0.51375,0.48624999999999996,0.0,1.0,0.0,2.5218508997429305,6.051042164575385,12.444302652083055,0.1607161169183891,800,411,389,0,389,train,200,200,1.0,411,389,18,558,0.6975,411,True,64000,0.802000000002522,False,1278.373749999999,0.015269049818234634,64000,True,50715,32401,800,0.0,2,14,79
0.54625,0.45375,0.09917355371900827,0.9008264462809917,0.0,3.046831955922865,6.481202702792634,14.283642320204153,0.14002030820745268,800,437,363,36,363,train,200,197,0.985,437,363,0,702,0.8775,437,True,64800,0.7995250000025536,False,1278.895061728394,0.004181103525770596,64800,True,51476,32838,800,0.0,2,14,80
0.52125,0.47875,0.07571801566579635,0.9242819843342036,0.0,2.245430809399478,5.989388422582456,12.51047190095552,0.15986607186634139,800,417,383,29,383,train,200,200,1.0,417,383,22,369,0.46125,417,True,65600,0.7970500000025851,False,1279.7243902439013,0.007273417267933837,65600,True,52044,33255,800,0.0,2,14,81
0.51125,0.48875,0.2659846547314578,0.7340153452685422,0.0,2.4296675191815855,5.846121942290027,11.961374817984709,0.16720485984544764,800,409,391,104,391,train,200,200,1.0,409,391,15,503,0.62875,409,True,66400,0.7945750000026166,False,1280.024096385541,0.0041786182621581245,66400,True,52678,33664,800,0.0,2,14,82
0.525,0.475,0.08947368421052632,0.9105263157894737,0.0,2.8105263157894735,6.157228356940697,12.962586014611995,0.154290200870838,800,420,380,34,380,train,200,200,1.0,420,380,9,652,0.815,420,True,67200,0.7921000000026481,False,1280.3761904761895,0.01272666940370982,67200,True,53398,34084,800,0.0,2,14,83
0.51625,0.48375,0.05426356589147287,0.9457364341085271,0.0,2.44702842377261,6.358401962227666,13.143983384449957,0.15216087402895748,800,413,387,21,387,train,200,200,1.0,413,387,10,498,0.6225,413,True,68000,0.7896250000026797,False,1280.6517647058815,0.009058372259460157,68000,True,54033,34497,800,0.0,2,14,84
0.5425,0.4575,0.07923497267759563,0.9207650273224044,0.0,2.5027322404371586,6.1433074472278735,13.427994420170215,0.14894257008297504,800,434,366,29,366,train,200,200,1.0,434,366,23,407,0.50875,434,True,68800,0.7871500000027112,False,1281.736046511627,0.010520864277641522,68800,True,54651,34931,800,0.0,2,14,85
