hit_rate,miss_rate,outage_probability,noma_success_rate,sic_success_rate,cic_benefit_rate,avg_throughput,spectral_efficiency,energy_per_bit,total_requests,cache_hits,noma_transmissions,outages,cic_events,phase,capacity,current_size,utilization,total_hits,total_misses,evictions,cic_opportunities,cic_rate,noma_paired_hits,noma_awareness_enabled,training_step,epsilon,eval_mode,avg_episode_reward,avg_loss,replay_buffer_size,use_neural_network,cic_count,sic_count,warm_up_steps,beta,action_dim,state_dim,episode
0.6895,0.3105,0.057648953301127216,0.9423510466988728,0.0,3.7964573268921096,7.745706370657077,24.94591423722086,0.08017344968723877,10000,6895,3105,179,3105,train,200,200,1.0,6895,3105,1582,7238,0.7238,6895,True,370000,0.816850000003976,False,17053.12162162171,33.59742250442505,50000,True,332881,255130,2000,0.41104012,2,14,36
0.6804,0.3196,0.05444305381727159,0.9455569461827285,0.0,3.6526908635794744,7.521257609166474,23.533346712035275,0.08498578737962385,10000,6804,3196,174,3196,train,200,200,1.0,6804,3196,1605,6862,0.6862,6804,True,380000,0.8119000000040835,False,17051.781578947455,35.562267503738404,50000,True,341814,261934,2000,0.41134012000000003,2,14,37
0.6902,0.30979999999999996,0.07972885732730794,0.920271142672692,0.0,3.7588766946417045,7.659441053108616,24.72382521984705,0.08089363123286036,10000,6902,3098,247,3098,train,200,200,1.0,6902,3098,1636,6869,0.6869,6902,True,390000,0.8069500000041909,False,17059.156410256495,41.91065673828125,50000,True,350778,268836,2000,0.41164012,2,14,38
0.6983,0.30169999999999997,0.061982101425256876,0.9380178985747432,0.0,3.9426582698044417,7.64884102993228,25.35247275416732,0.07888776843952035,10000,6983,3017,187,3017,train,200,200,1.0,6983,3017,1583,7440,0.744,6983,True,400000,0.8020000000042984,False,17065.965000000087,47.39339357376099,50000,True,359988,275819,2000,0.41194012,2,14,39
0.6909,0.30910000000000004,0.06405693950177936,0.9359430604982206,0.0,3.7871239081203494,7.594630608775198,24.57014108306437,0.08139961399645985,10000,6909,3091,198,3091,train,200,200,1.0,6909,3091,1629,7058,0.7058,6909,True,410000,0.7970500000044058,False,17070.490243902528,48.89096117019653,50000,True,368997,282728,2000,0.41224012000000004,2,14,40
0.6964,0.3036,0.06620553359683795,0.9337944664031621,0.0,3.7723978919631094,7.664778630931599,25.246306425993406,0.07921950903443108,10000,6964,3036,201,3036,train,200,200,1.0,6964,3036,1576,6515,0.6515,6964,True,420000,0.7921000000045133,False,17075.750000000087,55.06858804702759,50000,True,377883,289692,2000,0.41254012,2,14,41
0.6996,0.3004,0.061917443408788284,0.9380825565912118,0.0,4.002330226364847,7.736437234108614,25.753785732718423,0.07765848565941655,10000,6996,3004,186,3004,train,200,200,1.0,6996,3004,1596,7778,0.7778,6996,True,430000,0.7871500000046208,False,17083.688372093107,58.95387580871582,50000,True,387186,296688,2000,0.41284012000000003,2,14,42
0.6964,0.3036,0.10144927536231885,0.8985507246376812,0.0,3.828392621870883,7.641176005706076,25.168563918662965,0.0794642080677858,10000,6964,3036,308,3036,train,200,200,1.0,6964,3036,1635,6974,0.6974,6964,True,440000,0.7822000000047282,False,17091.06363636372,66.65144481658936,50000,True,396174,303652,2000,0.41314012,2,14,43
0.6974,0.3026,0.0713813615333774,0.9286186384666226,0.0,3.836748182419035,7.650141205317835,25.281365516582404,0.07910965088844477,10000,6974,3026,216,3026,train,200,200,1.0,6974,3026,1581,6919,0.6919,6974,True,450000,0.7772500000048357,False,17096.333333333416,76.55645027160645,50000,True,405159,310626,2000,0.41344012,2,14,44
0.6948,0.3052,0.061598951507208385,0.9384010484927916,0.0,3.8047182175622543,7.6550502588094025,25.082078174342733,0.07973820933409993,10000,6948,3052,188,3052,train,200,200,1.0,6948,3052,1628,6955,0.6955,6948,True,460000,0.7723000000049431,False,17101.528260869647,92.25449672698974,50000,True,414133,317574,2000,0.41374012000000004,2,14,45
0.6874,0.3126,0.05054382597568778,0.9494561740243123,0.0,3.7207293666026873,7.573311283971468,24.226843518782687,0.08255305725029477,10000,6874,3126,158,3126,train,200,200,1.0,6874,3126,1680,6731,0.6731,6874,True,470000,0.7673500000050506,False,17106.706382978806,105.72468433380126,50000,True,423060,324448,2000,0.41404012,2,14,46
0.6847,0.3153,0.04630510624801776,0.9536948937519822,0.0,3.7431018078020935,7.615219280403301,24.152297115138918,0.0828078584188325,10000,6847,3153,146,3153,train,200,200,1.0,6847,3153,1674,7205,0.7205,6847,True,480000,0.7624000000051581,False,17109.82500000008,119.69033596038818,50000,True,432106,331295,2000,0.41434012000000003,2,14,47
0.6904,0.3096,0.06912144702842377,0.9308785529715762,0.0,3.7070413436692506,7.648081814866368,24.70310663716527,0.08096147700674396,10000,6904,3096,214,3096,train,200,200,1.0,6904,3096,1635,6659,0.6659,6904,True,490000,0.7574500000052655,False,17114.295918367425,134.5338286590576,50000,True,440963,338199,2000,0.41464012,2,14,48
0.6924,0.3076,0.055266579973992196,0.9447334200260078,0.0,3.8241222366710015,7.611410455226805,24.744507331686624,0.08082601820238694,10000,6924,3076,170,3076,train,200,200,1.0,6924,3076,1696,6961,0.6961,6924,True,500000,0.752500000005373,False,17120.17200000008,156.7233111190796,50000,True,450031,345123,2000,0.41494012,2,14,49
0.688,0.31200000000000006,0.06217948717948718,0.9378205128205128,0.0,3.779166666666667,7.631506728394401,24.459957462802567,0.08176629101017432,10000,6880,3120,194,3120,train,200,200,1.0,6880,3120,1649,7034,0.7034,6880,True,510000,0.7475500000054804,False,17124.05882352949,170.30869178771974,50000,True,468202,359170,2000,0.41524012000000005,2,14,50
0.6867,0.3133,0.0909671241621449,0.9090328758378551,0.0,3.7443345036706033,7.590028039576373,24.226070984922988,0.08255568974617028,10000,6867,3133,285,3133,train,200,200,1.0,6867,3133,1632,6960,0.696,6867,True,520000,0.7426000000055879,False,17125.344230769308,195.52213188171388,50000,True,477212,366037,2000,0.41554012,2,14,51
0.6883,0.3117,0.05036894449791466,0.9496310555020854,0.0,3.7985242220083415,7.595333836796743,24.367448947054037,0.08207670833108671,10000,6883,3117,157,3117,train,200,200,1.0,6883,3117,1707,7131,0.7131,6883,True,530000,0.7376500000056954,False,17129.57547169819,233.92227836608888,50000,True,486302,372920,2000,0.41584012000000004,2,14,52
0.6907,0.3093,0.07468477206595538,0.9253152279340446,0.0,3.75266731328807,7.598528942284356,24.56685723337975,0.08141049467583253,10000,6907,3093,231,3093,train,200,200,1.0,6907,3093,1687,6528,0.6528,6907,True,540000,0.7327000000058028,False,17133.67407407415,282.1487696838379,50000,True,495231,379827,2000,0.41614012,2,14,53
0.6907,0.3093,0.049466537342386034,0.950533462657614,0.0,3.732622049789848,7.685641121847481,24.848500232290593,0.08048775504772729,10000,6907,3093,153,3093,train,200,200,1.0,6907,3093,1636,6708,0.6708,6907,True,550000,0.7277500000059103,False,17136.325454545527,340.02172256469726,50000,True,504118,386734,2000,0.41644012,2,14,54
0.6843,0.3157,0.09059233449477352,0.9094076655052264,0.0,3.6471333544504274,7.532794453024113,23.860609607298425,0.08382015518112516,10000,6843,3157,286,3157,train,200,200,1.0,6843,3157,1660,6564,0.6564,6843,True,560000,0.7228000000060177,False,17137.5589285715,396.42829467773436,50000,True,512967,393577,2000,0.41674012000000005,2,14,55
0.6903,0.3097,0.03551824346141427,0.9644817565385857,0.0,3.8747174685179204,7.632284138846731,24.64412056456807,0.0811552595175779,10000,6903,3097,110,3097,train,200,200,1.0,6903,3097,1731,7443,0.7443,6903,True,570000,0.7178500000061252,False,17143.387719298316,483.2559973144531,50000,True,522172,400480,2000,0.41704012,2,14,56
0.6964,0.3036,0.058300395256917,0.941699604743083,0.0,3.883399209486166,7.711802540859334,25.40119413985288,0.07873645581339522,10000,6964,3036,177,3036,train,200,200,1.0,6964,3036,1642,7130,0.713,6964,True,580000,0.7129000000062327,False,17148.112068965587,519.8321194458008,50000,True,531274,407444,2000,0.41734012000000004,2,14,57
0.6799,0.32010000000000005,0.07029053420805999,0.92970946579194,0.0,3.711027803811309,7.488464080967045,23.39413958440189,0.08549149639739285,10000,6799,3201,225,3201,train,200,200,1.0,6799,3201,1698,7228,0.7228,6799,True,590000,0.7079500000063401,False,17147.857627118712,538.8652490234375,50000,True,540354,414243,2000,0.41764012,2,14,58
0.69,0.31000000000000005,0.06774193548387097,0.932258064516129,0.0,3.773225806451613,7.571973253769273,24.425720173449267,0.08188090200812166,10000,6900,3100,210,3100,train,200,200,1.0,6900,3100,1642,7025,0.7025,6900,True,600000,0.7030000000064476,False,17149.2033333334,570.5771600341797,50000,True,549347,421143,2000,0.41794012,2,14,59
0.6925,0.3075,0.05853658536585366,0.9414634146341463,0.0,3.819186991869919,7.610057711488516,24.748155159312248,0.08081410461205384,10000,6925,3075,180,3075,train,200,200,1.0,6925,3075,1636,6967,0.6967,6925,True,610000,0.698050000006555,False,17151.768852459085,596.623200378418,50000,True,558424,428068,2000,0.41824012,2,14,60
0.6832,0.31679999999999997,0.026199494949494948,0.9738005050505051,0.0,3.613320707070707,7.617732084403962,24.045871478547863,0.08317436121141493,10000,6832,3168,83,3168,train,200,200,1.0,6832,3168,1663,6437,0.6437,6832,True,620000,0.6931000000066625,False,17151.05322580652,627.9882693481445,50000,True,567207,434900,2000,0.41854012,2,14,61
0.6853,0.3147,0.10899269145217667,0.8910073085478233,0.0,3.7496027963139498,7.662067845395794,24.347212727663788,0.08214492650025439,10000,6853,3147,343,3147,train,200,200,1.0,6853,3147,1640,7104,0.7104,6853,True,630000,0.68815000000677,False,17150.222222222288,660.5796624755859,50000,True,576257,441753,2000,0.41884012000000004,2,14,62
0.6867,0.3133,0.06351739546760293,0.9364826045323971,0.0,3.792850303223747,7.5430849428167015,24.076236651186406,0.08306946093676337,10000,6867,3133,199,3133,train,200,200,1.0,6867,3133,1702,7279,0.7279,6867,True,640000,0.6832000000068774,False,17152.132812500065,718.8785195922851,50000,True,585361,448620,2000,0.41914012,2,14,63
0.6857,0.3143,0.06172446706967865,0.9382755329303214,0.0,3.731784918867324,7.61473428626308,24.22759874725765,0.08255048388674434,10000,6857,3143,194,3143,train,200,200,1.0,6857,3143,1673,6872,0.6872,6857,True,650000,0.6782500000069849,False,17152.69230769237,751.644400024414,50000,True,594355,455477,2000,0.41944012,2,14,64
0.6903,0.3097,0.04326767839845011,0.9567323216015499,0.0,3.8601872780109785,7.658107015557951,24.72750085746836,0.08088160673932186,10000,6903,3097,134,3097,train,200,200,1.0,6903,3097,1639,7549,0.7549,6903,True,660000,0.6733000000070923,False,17153.400000000067,772.0165238952636,50000,True,603549,462380,2000,0.41974012,2,14,65
0.6862,0.31379999999999997,0.055768005098789035,0.944231994901211,0.0,3.7119184193753982,7.694900452263199,24.521671294656468,0.0815605093130753,10000,6862,3138,175,3138,train,200,200,1.0,6862,3138,1710,6883,0.6883,6862,True,670000,0.6683500000071998,False,17155.264179104543,837.4439633178711,50000,True,612500,469242,2000,0.42004012,2,14,66
0.6919,0.30810000000000004,0.03602726387536514,0.9639727361246349,0.0,3.8257059396299904,7.653628450793607,24.84137763970661,0.08051083273268982,10000,6919,3081,111,3081,train,200,200,1.0,6919,3081,1673,7121,0.7121,6919,True,680000,0.6634000000073073,False,17158.338235294184,845.7906646728516,50000,True,621572,476161,2000,0.42034012000000004,2,14,67
0.6908,0.30920000000000003,0.04236739974126779,0.9576326002587322,0.0,3.813712807244502,7.683517381693056,24.849668116730452,0.08048397228506511,10000,6908,3092,131,3092,train,200,200,1.0,6908,3092,1670,7084,0.7084,6908,True,690000,0.6584500000074147,False,17160.32898550731,859.5044384765625,50000,True,630630,483069,2000,0.42064012,2,14,68
0.684,0.31599999999999995,0.07215189873417721,0.9278481012658227,0.0,3.7629746835443036,7.535234592423115,23.845679089946568,0.08387263757328714,10000,6840,3160,228,3160,train,200,200,1.0,6840,3160,1712,7348,0.7348,6840,True,700000,0.6535000000075222,False,17161.144285714352,825.8883047485351,50000,True,639726,489909,2000,0.42094012000000003,2,14,69
0.6912,0.30879999999999996,0.07707253886010362,0.9229274611398963,0.0,3.840025906735751,7.650285840375559,24.774241711060746,0.08072900972412314,10000,6912,3088,238,3088,train,200,200,1.0,6912,3088,1674,7295,0.7295,6912,True,710000,0.6485500000076296,False,17163.460563380348,887.9450045776367,50000,True,648841,496821,2000,0.42124012,2,14,70
0.6921,0.30789999999999995,0.05358882754140955,0.9464111724585904,0.0,3.8408574212406625,7.65899183083669,24.874932870531634,0.08040222702949772,10000,6921,3079,165,3079,train,200,200,1.0,6921,3079,1721,7211,0.7211,6921,True,720000,0.6436000000077371,False,17167.420833333395,968.4336920166015,50000,True,657935,503742,2000,0.42154012,2,14,71
0.6918,0.30820000000000003,0.099935107073329,0.900064892926671,0.0,3.783906554185594,7.602379956411108,24.667034251820596,0.08107987282064062,10000,6918,3082,308,3082,train,200,200,1.0,6918,3082,1727,6723,0.6723,6918,True,730000,0.6386500000078446,False,17170.500000000062,925.6040618896484,50000,True,666921,510660,2000,0.42184012000000004,2,14,72
0.6957,0.3043,0.07229707525468287,0.9277029247453171,0.0,3.8097272428524485,7.734740976198066,25.418143201439584,0.07868395358976213,10000,6957,3043,220,3043,train,200,200,1.0,6957,3043,1697,6834,0.6834,6957,True,740000,0.633700000007952,False,17173.80810810817,948.9708724975586,50000,True,675874,517617,2000,0.42214012,2,14,73
0.689,0.31100000000000005,0.07009646302250803,0.929903536977492,0.0,3.7948553054662377,7.597477504569864,24.429188117587987,0.08186927827372553,10000,6890,3110,218,3110,train,200,200,1.0,6890,3110,1745,7151,0.7151,6890,True,750000,0.6287500000080595,False,17177.01866666673,901.8538381958008,50000,True,684933,524507,2000,0.42244012000000003,2,14,74
0.6916,0.3084,0.06712062256809338,0.9328793774319066,0.0,3.762970168612192,7.758816482670563,25.158289502822836,0.07949666052517576,10000,6916,3084,207,3084,train,200,200,1.0,6916,3084,1717,6618,0.6618,6916,True,760000,0.6238000000081669,False,17180.1328947369,896.3714224243164,50000,True,693876,531423,2000,0.42274012,2,14,75
0.6884,0.3116,0.04685494223363286,0.9531450577663672,0.0,3.751604621309371,7.571702642970486,24.29943081826215,0.0823064546226699,10000,6884,3116,146,3116,train,200,200,1.0,6884,3116,1750,6899,0.6899,6884,True,770000,0.6188500000082744,False,17182.51688311694,948.3008801269531,50000,True,702840,538307,2000,0.42304012,2,14,76
0.6953,0.30469999999999997,0.04102395799146702,0.958976042008533,0.0,3.771578601903512,7.717176311226285,25.32712934435932,0.07896670691759332,10000,6953,3047,125,3047,train,200,200,1.0,6953,3047,1746,6578,0.6578,6953,True,780000,0.6139000000083819,False,17186.673076923133,1034.092601928711,50000,True,711723,545260,2000,0.42334012000000004,2,14,77
0.6994,0.3006,0.05023286759813706,0.949767132401863,0.0,3.942781104457751,7.771228568081843,25.85239044604738,0.07736228509212321,10000,6994,3006,151,3006,train,200,200,1.0,6994,3006,1752,7336,0.7336,6994,True,790000,0.6089500000084893,False,17192.22278481018,1118.6661712646485,50000,True,720883,552254,2000,0.42364012,2,14,78
