snr_db,policy,sinr_weak_mean,sinr_weak_std,sinr_weak_ci95,sinr_strong_mean,sinr_strong_std,sinr_strong_ci95,rate_weak_mean,rate_weak_std,rate_weak_ci95,rate_strong_mean,rate_strong_std,rate_strong_ci95,sum_rate_mean,sum_rate_std,sum_rate_ci95,outage_weak_mean,outage_weak_std,outage_weak_ci95,outage_strong_mean,outage_strong_std,outage_strong_ci95,ber_weak_mean,ber_weak_std,ber_weak_ci95,ber_strong_mean,ber_strong_std,ber_strong_ci95,cache_hit_weak_mean,cache_hit_weak_std,cache_hit_weak_ci95,cache_hit_strong_mean,cache_hit_strong_std,cache_hit_strong_ci95,transmission_needed_mean,transmission_needed_std,transmission_needed_ci95,sic_success_mean,sic_success_std,sic_success_ci95,cic_opportunity_mean,cic_opportunity_std,cic_opportunity_ci95,cic_benefit_mean,cic_benefit_std,cic_benefit_ci95,energy_mean,energy_std,energy_ci95,outage_probability,cache_hit_rate,sic_success_rate,cic_benefit_rate,fairness_mean,energy_efficiency
0,random,inf,,,inf,,,5.491749599938909,4.909196790921435,0.30427516948950256,5.870626671825308,4.570589782902349,0.28328808969961244,6.521884901476318,8.704172749791887,0.5394902163234998,0.306,0.461060274342278,0.02857681186865632,0.024,0.1531255937047999,0.009490822625785086,0.13771591690578264,0.16392744219895458,0.010160328131744228,0.053031948604147186,0.076450387355328,0.004738444100081469,0.542,0.49848218070908457,0.030896245655347765,0.55,0.4977426521283341,0.03085040919903248,0.706,0.4558198896184454,0.0282520094584162,0.778,0.4157990967870047,0.0257714950197996,0.504,0.5002341793942455,0.031004835658881246,0.38,0.48562931937418674,0.03009961705648341,1.412,0.9116397792368908,0.0565040189168324,0.165,0.546,0.778,0.38,0.671503165296156,4.618898655436485
2,random,inf,,,inf,,,5.950371072648755,4.80468850638171,0.29779767890485376,6.052417665347192,4.426314345189827,0.2743458054252617,7.433142431809923,8.807854019626024,0.5459164480056377,0.222,0.4157990967870048,0.025771495019799605,0.027,0.16216441439877397,0.010051054536579595,0.10973721445316355,0.1471075943642501,0.009117823162263927,0.03606062880128535,0.07065973506800097,0.004379535752907531,0.584,0.49314012936201734,0.030565141882515422,0.556,0.4971027168615267,0.030810745600268176,0.671,0.4700850773849134,0.029136174956419576,0.874,0.3320154126456093,0.020578528475919608,0.482,0.49992592043814443,0.030985729570836913,0.389,0.48776727741507714,0.03023212906872468,1.342,0.9401701547698268,0.05827234991283915,0.1245,0.5700000000000001,0.874,0.389,0.7129771412462372,5.538854271095323
4,random,inf,,,inf,,,5.613402578006385,4.820047232175879,0.29874962259201776,6.23016934162341,4.220420316067581,0.26158436128761714,7.443760477432487,8.48908938966974,0.5261592115496508,0.232,0.4223202035829619,0.026175677406471982,0.035,0.1838717183495298,0.011396487174560412,0.11309985443231053,0.1493503677126893,0.009256831694573095,0.023346218550791494,0.07126052411085526,0.004416773043573896,0.546,0.49812863010685515,0.030874332361992846,0.554,0.49732417127194956,0.030824471486830766,0.687,0.4639463829433809,0.02875569473303644,0.956,0.2051977244174655,0.012718286724917678,0.474,0.49957339157882863,0.03096387960576388,0.398,0.4897303705467283,0.030353802841603668,1.374,0.9278927658867618,0.05751138946607288,0.1335,0.55,0.956,0.398,0.7095365999276164,5.417584044710689
6,random,inf,,,inf,,,5.8618365088976345,4.717583646088797,0.29239886373044494,6.584776425850833,3.986408146374414,0.24708013674162377,8.137122228025405,8.343146260030109,0.5171135626587673,0.139,0.3461196307619647,0.021452716971644067,0.021,0.1434558454005259,0.008891485416560775,0.08693935482895608,0.12448105242359853,0.007715415563390533,0.012389288088392389,0.05438573482608807,0.0033708627677386427,0.564,0.4961352135760474,0.030750779125362282,0.574,0.494741112874975,0.030664371868702973,0.67,0.4704480006560994,0.029158669173814978,0.988,0.10893974420691409,0.006752155300435648,0.478,0.4997657108743713,0.0309757996791974,0.422,0.49412565219806215,0.030626225220736426,1.34,0.9408960013121987,0.058317338347629956,0.08,0.569,0.988,0.422,0.7483405124007384,6.072479274645824
8,random,inf,,,inf,,,5.927950681146403,4.646640452782903,0.2880017590539331,6.6953004641270075,3.776863862566186,0.23409244747457,8.197584182501712,7.917395546861125,0.4907252600652887,0.111,0.31428932176861785,0.019479853980744085,0.024,0.15312559370479986,0.009490822625785085,0.07629112515663189,0.11996421581665145,0.0074354591300536555,0.00999240165654724,0.05451981818958972,0.003379173340708672,0.564,0.4961352135760474,0.030750779125362282,0.562,0.49638936572251674,0.030766531638601536,0.691,0.4623123757079543,0.028654417915324436,0.993,0.08341437500789631,0.00517007652663781,0.508,0.5001861515337926,0.031001858861249804,0.466,0.4990922691177386,0.03093405932667788,1.382,0.9246247514159086,0.05730883583064887,0.0675,0.563,0.993,0.466,0.7545566005566242,5.931681752895595
10,random,inf,,,inf,,,5.834125025070092,4.595977321122941,0.28486162562086076,6.886392683638881,3.608669398320822,0.22366764657636679,8.735065013788823,7.693659542652402,0.47685795885475085,0.089,0.28488622318420415,0.017657431049596974,0.029,0.1678904023081343,0.010405954944083617,0.06681730939496468,0.10965227842287374,0.00679631862868705,0.010536892249342894,0.05581687398979684,0.003459565692096013,0.547,0.49803517851557344,0.030868540172356265,0.566,0.4958728565770563,0.030734518070095078,0.684,0.4651455260027343,0.028830018389872047,0.997,0.054717401199198,0.0033914196625200086,0.481,0.49988887654046565,0.030983433566271437,0.454,0.4981286301068552,0.030874332361992846,1.368,0.9302910520054686,0.057660036779744094,0.059,0.5565,0.997,0.454,0.7682803559989313,6.385281442828086
12,random,inf,,,inf,,,5.910280763351071,4.5526450887746215,0.28217586603458256,7.181397433126693,3.3786695679164223,0.2094121093959719,9.279599686200203,7.4034869597968305,0.45887287583814323,0.081,0.272971634998059,0.016918957222994375,0.025,0.15620307103062794,0.009681566646609045,0.061285795934244554,0.1048029500823221,0.006495754144195352,0.00861198904318446,0.049460665451456616,0.0030656038053183832,0.551,0.49764108215323893,0.030844113826754012,0.58,0.49380547166252003,0.030606380225543017,0.68,0.46670956473787617,0.02892695851500688,0.998,0.04469897088298564,0.002770470918293334,0.491,0.5001691405606399,0.031000804510210377,0.455,0.4982200550190881,0.030879998936760574,1.36,0.9334191294757523,0.05785391703001376,0.053000000000000005,0.5655,0.998,0.455,0.780764055579288,6.823235063382502
14,random,inf,,,inf,,,5.763502413669057,4.492740114469462,0.2784629172598105,6.908874653206958,3.2908213150840115,0.2039672182746035,9.040059793914871,6.8479980369472715,0.42444331569865934,0.06,0.23760567429347404,0.014726952268650943,0.027,0.16216441439877397,0.010051054536579595,0.05509718684445575,0.09834094794706526,0.006095235102346604,0.0086692921715252,0.04896849776171494,0.003035098935867978,0.526,0.4995733915788287,0.030963879605763887,0.517,0.49996095943679536,0.03098790131047322,0.723,0.44774040634219225,0.027751237896800292,0.997,0.054717401199198004,0.003391419662520009,0.489,0.500129112459102,0.03099832354277344,0.473,0.4995202903992194,0.030960588360553352,1.446,0.8954808126843845,0.055502475793600584,0.0435,0.5215000000000001,0.997,0.473,0.7847331262833974,6.251770258585664
16,random,inf,,,inf,,,5.900890319729195,4.474357546761662,0.2773235539091119,7.171861150152837,3.152981270720009,0.195423803812413,9.748604222888158,6.781254951429734,0.4203065363999241,0.062,0.24127621974453717,0.014954455032709323,0.032,0.17608806605504818,0.010914051407159403,0.05485330458958606,0.1024661044568096,0.006350914951745674,0.009474860710519969,0.0505388706715166,0.0031324316572156467,0.54,0.49864681754589446,0.030906449952213023,0.534,0.4990922691177385,0.03093405932667788,0.702,0.4576083537321029,0.028362859612623786,0.998,0.04469897088298564,0.002770470918293334,0.478,0.4997657108743713,0.0309757996791974,0.464,0.49895185434363604,0.03092535632881316,1.404,0.9152167074642058,0.05672571922524757,0.047,0.537,0.998,0.464,0.7893875726600322,6.943450301202391
18,random,inf,,,inf,,,6.151446433109502,4.373786746208808,0.27109011111038245,7.413390338818725,2.9800461091600097,0.18470517145046061,10.47998528117317,6.5079474367090935,0.4033667611360426,0.036,0.1863833113203506,0.011552157319684437,0.022,0.1467567291047928,0.009096076308178389,0.042577711786745694,0.08642569302430593,0.005356719950980522,0.006823181743209629,0.04202239367909324,0.0026045749444606704,0.559,0.496755237280661,0.030789208592715826,0.55,0.4977426521283341,0.03085040919903248,0.689,0.4631344227041362,0.028705368916016473,1.0,0.0,0.0,0.487,0.5000810745080053,0.030995346119717413,0.48,0.4998498272980094,0.030981013269148948,1.378,0.9262688454082724,0.057410737832032946,0.028999999999999998,0.5545,1.0,0.48,0.8089348231684764,7.605214282418846
20,random,inf,,,inf,,,6.064403871515827,4.340262420471696,0.2690122518739092,7.6491823524378395,2.8596214249888754,0.17724117219611127,10.780759386568782,6.279561682637853,0.3892112654432388,0.03,0.17067257872642908,0.010578396025034346,0.023,0.1499783100768024,0.009295751965527295,0.038837230421912235,0.0814850876332163,0.005050498056283898,0.00639119704423272,0.04101146649188226,0.0025419170282412573,0.544,0.49830945436777774,0.03088553996579919,0.574,0.494741112874975,0.030664371868702973,0.693,0.4614801880514091,0.028602838389991364,1.0,0.0,0.0,0.504,0.5002341793942455,0.031004835658881246,0.492,0.5001861515337926,0.031001858861249804,1.386,0.9229603761028182,0.05720567677998273,0.0265,0.5589999999999999,1.0,0.492,0.8107336829635199,7.778325675735052
22,random,inf,,,inf,,,6.427865222488304,4.252772360863855,0.2635895617986096,7.5449057090193214,2.9007355965142017,0.17978945494827633,11.4129221340723,6.168581519926512,0.3823326436936659,0.012,0.10893974420691409,0.006752155300435648,0.031,0.1734043513556366,0.010747713046771194,0.031912320301166544,0.06958146828096674,0.00431270408504967,0.00875894182729038,0.04725019677301818,0.0029285975371999584,0.581,0.4936422618482768,0.030596264376452787,0.551,0.49764108215323893,0.030844113826754012,0.674,0.4689818162188636,0.029067794120900454,0.999,0.0316227766016838,0.0019600000000000004,0.48,0.4998498272980094,0.030981013269148948,0.478,0.4997657108743713,0.0309757996791974,1.348,0.9379636324377272,0.05813558824180091,0.0215,0.5660000000000001,0.999,0.478,0.8231157788045704,8.466559446641172
24,random,inf,,,inf,,,6.245801456125582,4.292961090722433,0.2660804850820071,7.599434529156965,2.777456517118491,0.1721485384449884,11.609712539118515,5.8842755325992915,0.36471117603507697,0.011,0.1043546352103724,0.006467967300551312,0.021,0.14345584540052586,0.008891485416560773,0.03535901027936108,0.07314255784906339,0.004533422703195863,0.00590165292625998,0.03843410623752899,0.0023821705846521313,0.561,0.4965133689293024,0.030774217436985447,0.543,0.498396829242923,0.030890955516667536,0.69,0.46272466339510593,0.02867997177092022,1.0,0.0,0.0,0.484,0.4999939939579214,0.03098994881130537,0.478,0.4997657108743713,0.0309757996791974,1.38,0.9254493267902119,0.05735994354184044,0.016,0.552,1.0,0.478,0.82340474364523,8.412835173274287
26,random,inf,,,inf,,,6.106690082888636,4.2453900862682445,0.26313200367872497,7.613921704451772,2.8253927465840887,0.175119656729003,11.790934678166693,5.689695888049352,0.3526510047186349,0.007,0.08341437500789631,0.00517007652663781,0.027,0.162164414398774,0.010051054536579597,0.03220906993144144,0.06839248751871571,0.004239010293914076,0.00759361438630569,0.043702279417056206,0.002708695341220267,0.535,0.49902306963107834,0.03092977029805897,0.551,0.49764108215323893,0.030844113826754012,0.702,0.4576083537321029,0.028362859612623786,0.999,0.03162277660168379,0.00196,0.49,0.5001501276118503,0.030999626075435438,0.488,0.500106094849989,0.03099689689658011,1.404,0.9152167074642058,0.05672571922524757,0.017,0.543,0.999,0.488,0.8192603352893223,8.398101622625848
28,random,inf,,,inf,,,6.131284227158962,4.236403660667879,0.26257501924947735,7.6958779136358535,2.7973677671648307,0.1733826505086567,12.222435101831284,5.548318763303181,0.3438883597430593,0.003,0.054717401199198,0.0033914196625200086,0.028,0.16505527329729044,0.010230231827443757,0.030033389225819038,0.06416209372923815,0.003976807770340149,0.007910866018349748,0.044193217948782226,0.0027391240266675713,0.537,0.4988786223921405,0.030920817365434356,0.561,0.4965133689293024,0.030774217436985447,0.697,0.45978516983739526,0.028497780072648977,1.0,0.0,0.0,0.492,0.5001861515337926,0.031001858861249804,0.491,0.50016914056064,0.031000804510210384,1.394,0.9195703396747905,0.056995560145297955,0.0155,0.549,1.0,0.491,0.8194390482522139,8.767887447511681
30,random,inf,,,inf,,,6.344825483076191,4.197351539475344,0.26015454370106217,7.636947265562941,2.8346340187709447,0.1756924367133284,12.68632550361121,5.4878971075066385,0.34014338671766986,0.007,0.08341437500789631,0.00517007652663781,0.03,0.17067257872642908,0.010578396025034346,0.029166730857746084,0.06564194034591683,0.004068529613909565,0.008599120493679143,0.0458020044371609,0.002838837646282311,0.559,0.496755237280661,0.030789208592715826,0.552,0.49753747953651045,0.030837692470041866,0.685,0.46474830929331096,0.02880539864315353,1.0,0.0,0.0,0.481,0.49988887654046565,0.030983433566271437,0.478,0.4997657108743713,0.0309757996791974,1.37,0.9294966185866219,0.05761079728630706,0.0185,0.5555000000000001,1.0,0.478,0.8265887929198411,9.260091608475335
-10,none,0.014985335561244118,0.013103708512691499,0.0008121762680228339,0.07786627634471731,0.04077314030825943,0.0025271454183417056,0.0,0.0,0.0,0.0,0.0,0.0,0.12847228756096593,0.0510479539953709,0.003163984968530545,1.0,0.0,0.0,1.0,0.0,0.0,0.43927076364649864,0.0316265457819669,0.001960233616214286,0.3572467556275496,0.05338032475393851,0.0033085468058534928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06423614378048297
-8,none,0.023900688423778384,0.021442093361461648,0.0013289947153542197,0.11805427990325927,0.06408582837513253,0.003972080794719702,0.0,0.0,0.0,0.0033410498063259557,0.03169689079122868,0.001964593645059626,0.19233813631967486,0.0772833208947998,0.004790069855717291,1.0,0.0,0.0,0.989,0.10435463521037239,0.006467967300551311,0.4236941933376819,0.039674103093015306,0.002459026386005886,0.3277902659849062,0.06614388193737196,0.004099640276064376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.147,0.3542831022170216,0.02195869417451434,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9944999999999999,0.0,0.147,0.0,0.0055,0.09616906815983743
-6,none,0.03626686975800117,0.032256521225828914,0.001999279898756844,0.1845535324593252,0.0965060088708821,0.005981504400118278,0.00030616253642320237,0.009681709493115807,0.0006000785713894767,0.11869844545490765,0.1706648848537884,0.010577919153867538,0.2901024012719279,0.10890449409429045,0.006749970475819753,0.999,0.03162277660168379,0.00196,0.67,0.4704480006560994,0.029158669173814978,0.40616078544075096,0.04755339289834745,0.0029473898277420146,0.28904041686875215,0.07767665999187577,0.004814449265532553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.229,0.4203994954037596,0.026056630680162816,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8345,0.0,0.229,0.0,0.1655,0.14505120063596394
-4,none,0.05362155064353619,0.04704144769826345,0.0029156591355006755,0.28806315874568644,0.1403004200292473,0.008695910125826288,0.003027836044035965,0.03185356321631277,0.0019743043025718587,0.3258901721439772,0.20258409897773869,0.0125562925418518,0.4300371139880129,0.15201944897825564,0.009422263065334873,0.991,0.09448771310560929,0.0058564091325596385,0.256,0.43664018900538076,0.027063239298378925,0.38660811418464525,0.05653584815659782,0.003504128172635906,0.24357050448268183,0.08673143585676826,0.005375670088066027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.329,0.4700850773849134,0.029136174956419576,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6234999999999999,0.0,0.329,0.0,0.3765,0.21501855699400646
-2,none,0.08410927817455871,0.07906694221642126,0.004900619850564736,0.44172586627997235,0.2210481710444286,0.013700707585051557,0.018635343544239787,0.08740395391914353,0.005417353189422324,0.4974289572124522,0.2578475611601114,0.015981557414756195,0.6220625959481949,0.21725036160187497,0.013465316917079386,0.954,0.20958990416508122,0.012990516846066131,0.176,0.3810107205436209,0.023615289121251097,0.3606394052529855,0.06935981890098575,0.004298966114148671,0.19998481793389952,0.10191904743914378,0.006317008006503934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.469,0.4992877810324305,0.03094617728069637,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.565,0.0,0.469,0.0,0.43489244688190787,0.31103129797409745
0,none,0.11978896507456052,0.1024394171379382,0.006349260854585047,0.7254892313599316,0.3332442139015886,0.020654690366826784,0.04514632786721641,0.13309331323805013,0.008249209018941375,0.7492438030467388,0.32673270435221335,0.02025110282366032,0.9134728809558411,0.28583179760934807,0.017716038359657894,0.889,0.31428932176861785,0.019479853980744085,0.119,0.32395052700056526,0.020078661684859757,0.3337315223876361,0.07653738685526279,0.004743836384953225,0.1422257200084133,0.10355991537369588,0.006418710054753261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.48304589153964794,0.029939494540378152,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.504,0.0,0.63,0.0,0.49027772457961394,0.45673644047792056
2,none,0.17948510688667996,0.18180329847697488,0.011268285182645768,1.1138858140463954,0.5901502547107508,0.03657789174564392,0.12159195842601085,0.22940959198987732,0.014218953824447463,1.0043335895780217,0.48573345941425744,0.030106071723039404,1.2350834339835037,0.4308113510762879,0.026701964180607836,0.743,0.4371980582552285,0.027097816392714254,0.148,0.3552776691859794,0.022020338073900882,0.30466473755033346,0.09027413072550841,0.005595248590934145,0.11286603940147365,0.12631627703878945,0.007829163963509916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.789,0.4082225442643334,0.0253018954292423,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4455,0.0,0.789,0.0,0.5237854238287626,0.6175417169917519
4,none,0.2228993655715995,0.2473632838181733,0.015331735172736356,1.8295947396707266,0.9669987281059709,0.05993520211589467,0.1702997346862129,0.28354661052415187,0.017574400996708997,1.3795177770075242,0.6375023555943761,0.03951280536505595,1.6559772902849577,0.5658510500918089,0.035071811439887655,0.677,0.46785669802824226,0.02899805857296314,0.136,0.34296008750526874,0.021256886451727155,0.28849409379122626,0.09727915122851417,0.006029424259909406,0.07783171000198728,0.12558454682690262,0.007783810855104443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.861,0.3461196307619647,0.021452716971644067,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.40650000000000003,0.0,0.861,0.0,0.539052367780276,0.8279886451424788
6,none,0.33754747575695765,0.3883065627276562,0.024067490104764597,2.6948260046787347,1.5138380781915226,0.09382865618123477,0.3045356586601147,0.36740850069029674,0.022772214800222124,1.6963396413329654,0.8210394120682897,0.05088854998166613,2.0873290862360663,0.7105404043835739,0.04403975052961197,0.466,0.4990922691177386,0.03093405932667788,0.15,0.3572500911513216,0.022142590053882454,0.2476894662421452,0.0997303853788846,0.0061813533265831465,0.06795110003453814,0.1291455287719189,0.008004522802703008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.923,0.26672484350382913,0.016531777074871693,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.308,0.0,0.923,0.0,0.5778403864233642,1.0436645431180331
8,none,0.4391980589368869,0.573324815967633,0.03553504024807003,4.248292078455407,2.3187848230888775,0.1437197723179123,0.4008250493138989,0.44041584782701276,0.02729725705664259,2.1509590516760544,0.9624999281232514,0.05965636360410944,2.6217592028402685,0.809249650679482,0.0501578130001187,0.366,0.4819504915199032,0.029871600943754975,0.13,0.3364717123521875,0.020854732793298497,0.22806434070949763,0.10619959883260048,0.006582319330580657,0.05146282579327861,0.11727841951546877,0.007268991750650995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.966,0.18131981931624816,0.011238318833802956,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.248,0.0,0.966,0.0,0.5970910819955759,1.3108796014201343
10,none,0.5989428250039089,0.9069066665642118,0.05621065755406209,6.087926679056045,3.521705965641503,0.21827759717626477,0.5171539082474917,0.5389260751474806,0.03340298420325362,2.489023603696118,1.1716681716896566,0.07262074565550479,3.069067489060234,0.9531575406533935,0.0590773164296135,0.28,0.4492235543710968,0.02784316436401943,0.147,0.35428310221702153,0.021958694174514338,0.20438791907699827,0.10627009741148415,0.006586688877769775,0.051977477385153945,0.11678819571821207,0.007238607364905059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.979,0.1434558454005259,0.008891485416560775,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21350000000000002,0.0,0.979,0.0,0.6002824082572019,1.534533744530117
12,none,0.7269669910568043,1.1597712389542751,0.07188336612507779,8.93325096219189,5.136331124239377,0.3183531013204305,0.5995179855760255,0.6004898093911022,0.03721874398416652,2.918077865660501,1.3086673640155315,0.08111204356842801,3.5755037718776412,1.0131633424784279,0.06279651455881273,0.233,0.42295376802895357,0.026214946137671176,0.13,0.33647171235218754,0.0208547327932985,0.18915101848666782,0.10633661699348802,0.006590811804177213,0.04374657860467214,0.1054271315750376,0.006534441313925326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.982,0.13301764429463367,0.008244519009238421,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1815,0.0,0.982,0.0,0.6109012362468931,1.7877518859388206
14,none,0.9814708810551699,1.87863359387821,0.11643891649303283,12.094844909101651,7.202744260259977,0.4464307144160724,0.7091768224392077,0.7180678903605371,0.04450630894415873,3.2564164026547413,1.4291951548698085,0.08858243344120738,4.019754033400963,1.0399322143045258,0.06445566642393888,0.187,0.39010663052963246,0.024179059463025364,0.123,0.3286015504817026,0.02036693510682561,0.17253779255934318,0.10410498264966793,0.006452493674527128,0.0387486189837948,0.09790659040815329,0.006068313343166794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.987,0.11333068359382574,0.007024308543231177,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.155,0.0,0.987,0.0,0.6214623134094107,2.0098770167004814
16,none,1.2915984605463526,2.856000368607975,0.17701673679640048,15.825740988621343,9.540883386302607,0.5913500788592169,0.7870422284411791,0.8478355827711574,0.052549393848704176,3.5343214775502356,1.604472431425188,0.09944623159453751,4.373376563217345,1.122448664125008,0.06957008897086774,0.15,0.3572500911513216,0.022142590053882454,0.139,0.3461196307619648,0.02145271697164407,0.16738370801538435,0.10365325453482324,0.0064244952758966785,0.041411279410837665,0.09954445856003996,0.006169829462960239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.995,0.07056897321046965,0.004373910274695984,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14450000000000002,0.0,0.995,0.0,0.6098762656433496,2.1866882816086726
18,none,1.8989264578202503,4.612433414797964,0.28588158487394316,19.75880349865649,12.20151439208859,0.7562576970935644,0.9313779607744529,1.0164968965986227,0.06300313038378852,3.7911509923903464,1.6919074734532586,0.10486551164491405,4.766832943112945,1.0022476110692662,0.06211995051665275,0.1,0.3001501125938321,0.01860349671674898,0.127,0.33313958333104454,0.020648205296877064,0.15297663493284708,0.10011598380278933,0.006205252964504664,0.038121633840064735,0.0938540009760355,0.005817131247837191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.998,0.04469897088298564,0.002770470918293334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1135,0.0,0.998,0.0,0.6224975800679342,2.3834164715564725
20,none,2.1021589458317314,5.272648894959245,0.32680216428464576,23.018947003321248,14.425487922069994,0.894101004582618,0.9747669243043563,1.050933487268079,0.06513753238656964,3.973642932205487,1.7496253034704596,0.10844289981226714,4.9919686548104485,0.9941255404469702,0.061616539363982106,0.083,0.27602026589942125,0.017107913323906525,0.13,0.3364717123521875,0.020854732793298497,0.14677916840884192,0.09699060731672253,0.006011540122971174,0.03664263819403846,0.09210203980499794,0.0057085435694531625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.999,0.0316227766016838,0.0019600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.10650000000000001,0.0,0.999,0.0,0.6221233635097544,2.4959843274052242
22,none,3.006512396160335,7.920945557234397,0.4909452919878252,26.185940050018537,17.542765737440643,1.0873118853058859,1.0897474945751273,1.2263876768432922,0.07601229572247188,4.044445832193155,1.9048797552582568,0.11806567042905983,5.180093158200458,1.0543902493417667,0.0653517847196196,0.054,0.22613079209858866,0.014015731701739125,0.145,0.3522770203960217,0.021834355935064793,0.13889714090220923,0.09025844260992712,0.00559427623145646,0.04047461200139619,0.09512212664737531,0.005895730491260164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.998,0.04469897088298564,0.002770470918293334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09949999999999999,0.0,0.998,0.0,0.6212440754798075,2.590046579100229
24,none,3.2288423490717704,9.153850669846012,0.5673615425643194,29.328888084058043,19.076376329739414,1.1823660546081964,1.0797146406486922,1.2430747684667294,0.07704657237672985,4.264612222717391,1.8246265777363866,0.11309152695253505,5.381643470824577,0.9578286844861572,0.059366836923893225,0.043,0.20295859723646145,0.012579504184407488,0.118,0.3227695465501357,0.020005463758188166,0.13915961652041994,0.08750469169675971,0.0054235969815666606,0.03236370274072151,0.08619760242036693,0.005342582748882442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.999,0.0316227766016838,0.0019600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08049999999999999,0.0,0.999,0.0,0.6285880651345668,2.6908217354122885
26,none,4.143549222697263,11.455161772958371,0.7099982824975248,29.964029482524282,20.47415132690941,1.269001046499051,1.194233711552387,1.3672839148976628,0.08474513503209347,4.22545421338718,1.9173777361288364,0.11884030330886304,5.459972126457184,0.9550177789631668,0.05919261519458537,0.035,0.18387171834952978,0.01139648717456041,0.131,0.33756918246924283,0.020922754695882284,0.1305709839954037,0.08657535093360569,0.005365995844300147,0.03639138247937221,0.09009528763433787,0.005584163781301218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.999,0.03162277660168379,0.00196,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.083,0.0,0.999,0.0,0.6316873088908853,2.729986063228592
28,none,5.620087491877505,15.565205857842843,0.964741454099497,32.18151222880731,21.621027503906756,1.3400851684036126,1.2474063212593225,1.5308865489051569,0.09488533134355888,4.317468215255371,1.9550722415464996,0.12117663295977314,5.6045946522435734,0.8883624895614031,0.055061277555483165,0.025,0.15620307103062794,0.009681566646609045,0.137,0.3440194025768741,0.021322543480093093,0.1329803953042043,0.08526544267280545,0.005284806889152173,0.03758144751117764,0.09134568486572224,0.0056616642046316236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.081,0.0,1.0,0.0,0.622278605320752,2.8022973261217867
