snr_db,policy,sinr_weak_mean,sinr_weak_std,sinr_weak_ci95,sinr_strong_mean,sinr_strong_std,sinr_strong_ci95,rate_weak_mean,rate_weak_std,rate_weak_ci95,rate_strong_mean,rate_strong_std,rate_strong_ci95,sum_rate_mean,sum_rate_std,sum_rate_ci95,outage_weak_mean,outage_weak_std,outage_weak_ci95,outage_strong_mean,outage_strong_std,outage_strong_ci95,ber_weak_mean,ber_weak_std,ber_weak_ci95,ber_strong_mean,ber_strong_std,ber_strong_ci95,cache_hit_weak_mean,cache_hit_weak_std,cache_hit_weak_ci95,cache_hit_strong_mean,cache_hit_strong_std,cache_hit_strong_ci95,transmission_needed_mean,transmission_needed_std,transmission_needed_ci95,sic_success_mean,sic_success_std,sic_success_ci95,cic_opportunity_mean,cic_opportunity_std,cic_opportunity_ci95,cic_benefit_mean,cic_benefit_std,cic_benefit_ci95,energy_mean,energy_std,energy_ci95,outage_probability,cache_hit_rate,sic_success_rate,cic_benefit_rate,fairness_mean,energy_efficiency
12,lru,inf,,,inf,,,6.232834862141177,4.492890504749409,0.27847223854593317,7.577657828645198,3.2521769988903264,0.20157201874188474,10.117141884479537,7.645957842082909,0.4739013768223171,0.073,0.2602666685127751,0.01613149524187819,0.016,0.12553788177183717,0.007780918525026022,0.054189392349570466,0.10039855483002126,0.006222766898222461,0.0056484954605907165,0.039936257572790436,0.002475274889002043,0.585,0.4929685771101623,0.030554508963785004,0.636,0.4813893805805605,0.02983682292742313,0.628,0.48358024137659905,0.029972613886399414,0.999,0.0316227766016838,0.0019600000000000004,0.477,0.4997206426802086,0.03097300632358313,0.441,0.496755237280661,0.030789208592715826,1.256,0.9671604827531981,0.05994522777279883,0.0445,0.6105,0.999,0.441,0.7990493694521315,8.055049271082433
14,lru,inf,,,inf,,,6.230250665802094,4.428538173363854,0.2744836397234954,7.198570323858473,3.216443763771463,0.19935724988350298,9.712683168336843,7.065431029789136,0.437919952217268,0.051,0.22010780869257554,0.013642423322640082,0.019,0.1365930366367834,0.008466124122504798,0.04719390382972539,0.09317500592445574,0.005775046698530871,0.0062540277360863625,0.04140913655660435,0.0025665648742123097,0.577,0.4942826269608465,0.03063595461733346,0.557,0.49698893146427114,0.0308036931082802,0.683,0.46554025360620294,0.02885448386020514,0.998,0.04469897088298564,0.002770470918293334,0.5,0.5002501876563868,0.031005827861248298,0.482,0.49992592043814443,0.030985729570836913,1.366,0.9310805072124059,0.05770896772041028,0.034999999999999996,0.567,0.998,0.482,0.8020779007047599,7.11030978648378
16,lru,inf,,,inf,,,6.316903172121436,4.3847446372637044,0.2717692882344575,7.431258307817239,3.1047452207538715,0.19243410246124842,10.32843451831727,6.942596804200151,0.430306608038579,0.052,0.22213812222431648,0.013768263459081496,0.027,0.16216441439877397,0.010051054536579595,0.04468008507833949,0.09450973818138768,0.00585777426089955,0.008041350008555355,0.04658712829487175,0.002887500127142114,0.583,0.4933095928059319,0.030575645335588382,0.576,0.4944375273666719,0.030645555443954156,0.666,0.4718756898449703,0.029247158266516537,0.998,0.04469897088298564,0.002770470918293334,0.491,0.50016914056064,0.031000804510210384,0.476,0.49967356711524546,0.030970088549837647,1.332,0.9437513796899406,0.058494316533033074,0.0395,0.5794999999999999,0.998,0.476,0.8080061129474785,7.754079968706659
18,lru,inf,,,inf,,,6.571513762701736,4.278559503386435,0.2651878654510968,7.680156468417909,2.929035939788377,0.18154352839717236,11.265248441262118,6.73594629532841,0.41749827680029533,0.029,0.1678904023081343,0.010405954944083617,0.02,0.1400700525437883,0.008681631801149524,0.03496665587197659,0.07845169326689705,0.0048624863255976964,0.006309013979982008,0.04044961381909563,0.002507093038794259,0.605,0.48909530177074306,0.03031444087106548,0.596,0.49094299569810046,0.03042896212715998,0.634,0.4819504915199032,0.029871600943754975,1.0,0.0,0.0,0.469,0.4992877810324305,0.03094617728069637,0.461,0.4987261049190505,0.030911364234514772,1.268,0.9639009830398064,0.05974320188750995,0.0245,0.6005,1.0,0.461,0.8281495695890995,8.884265332225645
20,lru,inf,,,inf,,,6.449522617213226,4.278173539294489,0.26516394314883523,7.847144476756083,2.778616661308198,0.17222044492684063,11.433624670136306,6.43639554268721,0.3989319287982831,0.03,0.17067257872642908,0.010578396025034346,0.019,0.1365930366367834,0.008466124122504798,0.03449524924115464,0.07921525905457485,0.004909812623433566,0.005238635761401478,0.03731070244788784,0.0023125412963884494,0.588,0.49244136554365386,0.030521832052349544,0.605,0.4890953017707431,0.030314440871065485,0.648,0.47783294604320065,0.02961639283107118,1.0,0.0,0.0,0.489,0.500129112459102,0.03099832354277344,0.477,0.4997206426802086,0.03097300632358313,1.296,0.9556658920864013,0.05923278566214236,0.0245,0.5965,1.0,0.477,0.8265310443396849,8.822241257821224
22,lru,inf,,,inf,,,6.770293063953526,4.170727269151365,0.25850435432989166,7.671955760150424,2.884061982499682,0.17875601364487356,12.022294851674392,6.276746916460431,0.3890368044280902,0.014,0.11754921445002435,0.007285775794582819,0.031,0.1734043513556366,0.010747713046771194,0.02865997140493306,0.0679411293319115,0.004211034823661121,0.008422417575765792,0.046692185098911126,0.002894011615317578,0.62,0.48562931937418674,0.03009961705648341,0.576,0.4944375273666719,0.030645555443954156,0.632,0.4825026516080599,0.029905824180582616,1.0,0.0,0.0,0.46,0.49864681754589446,0.030906449952213023,0.457,0.498396829242923,0.030890955516667536,1.264,0.9650053032161198,0.05981164836116523,0.0225,0.598,1.0,0.457,0.8361831003628529,9.51130921809683
24,lru,inf,,,inf,,,6.4834241819365035,4.242108302788351,0.2629285966312791,7.888141156682275,2.6845989684324087,0.16639316794994372,12.196392015438073,6.016622955147746,0.3729141542701115,0.011,0.1043546352103724,0.006467967300551312,0.014,0.11754921445002436,0.00728577579458282,0.031598347269210285,0.07109096520500068,0.004406263673708591,0.004026504012878861,0.0315759804374058,0.001957099543688394,0.588,0.49244136554365386,0.030521832052349544,0.594,0.49133024067871645,0.030452963819723778,0.645,0.47875275895205466,0.029673403425809965,1.0,0.0,0.0,0.472,0.4994651794324259,0.030957172547442572,0.466,0.4990922691177385,0.03093405932667788,1.29,0.9575055179041093,0.05934680685161993,0.0125,0.591,1.0,0.466,0.8354425335452067,9.454567453827964
26,lru,inf,,,inf,,,6.470991108444545,4.174024422884662,0.25870871403551343,7.854660722966908,2.7668219013571207,0.17148939813119396,12.481248047047142,5.775218527204458,0.35795175281091607,0.004,0.06315051850925682,0.0039141096886335025,0.025,0.15620307103062792,0.009681566646609043,0.0270423156210198,0.06360070426803102,0.0039420124910442954,0.006879206102192834,0.04178916259502251,0.002590119132103121,0.576,0.4944375273666719,0.030645555443954156,0.595,0.4911376754192415,0.0304410285012878,0.654,0.4759312035478558,0.029498521610026106,1.0,0.0,0.0,0.479,0.49980877224075293,0.030978468650337123,0.478,0.4997657108743713,0.0309757996791974,1.308,0.9518624070957116,0.05899704322005221,0.0145,0.5854999999999999,1.0,0.478,0.8342198576806084,9.542238568078854
28,lru,inf,,,inf,,,6.425456104041783,4.177230717101819,0.25890744220998035,8.007146698966547,2.685755069241144,0.16646482382044686,12.86226733183793,5.590722727428641,0.34651658466880714,0.003,0.054717401199198,0.0033914196625200086,0.021,0.1434558454005259,0.008891485416560775,0.025488658214752172,0.06032088251724334,0.0037387270328280314,0.006008363734747673,0.03857034832789853,0.002390614956899636,0.57,0.4953234754636058,0.030700467075904212,0.616,0.4866012543970482,0.03015985821331804,0.65,0.47720826452161086,0.02957767466923049,1.0,0.0,0.0,0.486,0.5000540511325291,0.030993671193552626,0.485,0.5000250243988045,0.030991872097957167,1.3,0.9544165290432217,0.05915534933846098,0.012,0.593,1.0,0.485,0.8337573859390459,9.894051793721486
30,lru,inf,,,inf,,,6.788422913064774,4.101980007627641,0.25424335491533284,7.8910329566424915,2.75814204605894,0.1709514151261365,13.47061525954295,5.584893439380912,0.34615528165239395,0.006,0.07726558075864033,0.004788970310686489,0.024,0.15312559370479986,0.009490822625785085,0.024241522486466074,0.060266052268803535,0.0037353286188210747,0.006994642440781681,0.0412237380282604,0.00255507375437387,0.612,0.48753840227585526,0.030217943240625985,0.598,0.4905472827736758,0.030404435586001317,0.619,0.4858755757136543,0.030114880182534484,1.0,0.0,0.0,0.448,0.4975374795365105,0.030837692470041873,0.446,0.4973241712719496,0.030824471486830766,1.238,0.9717511514273086,0.06022976036506897,0.015,0.605,1.0,0.446,0.8466668903061092,10.880949321117082
-10,lfu,inf,,,inf,,,6.22,4.851302416375951,0.30068683897892035,5.72,4.950364239740961,0.3068267544025736,7.558189869450688,9.621709745858556,0.5963597485262766,0.378,0.48513024163759505,0.03006868389789203,0.428,0.49503642397409614,0.03068267544025736,0.16156212031155576,0.20873559994760033,0.012937566522084354,0.14749528899312395,0.17265408521868483,0.010701211069827552,0.622,0.48513024163759505,0.03006868389789203,0.572,0.4950364239740962,0.03068267544025736,0.626,0.4841057305572393,0.030005184043252753,0.374,0.4841057305572393,0.030005184043252753,0.446,0.4973241712719496,0.030824471486830766,0.0,0.0,0.0,1.252,0.9682114611144786,0.060010368086505506,0.403,0.597,0.374,0.0,0.597,6.0368928669733934
-8,lfu,inf,,,inf,,,6.19,4.858755757136543,0.3011488018253448,6.12,4.875384022758553,0.30217943240625983,7.658223435797905,9.605661659938614,0.5953650778558518,0.381,0.4858755757136543,0.030114880182534484,0.388,0.48753840227585526,0.030217943240625985,0.15484562636387755,0.19968676329374355,0.012376713815664672,0.1185226043056141,0.15153981914233963,0.009392535300115632,0.619,0.4858755757136543,0.030114880182534484,0.612,0.48753840227585526,0.030217943240625985,0.623,0.48487741348314645,0.03005301344652841,0.432,0.4956022816953345,0.030717747665179197,0.477,0.4997206426802086,0.03097300632358313,0.0,0.0,0.0,1.246,0.9697548269662929,0.06010602689305682,0.3845,0.6154999999999999,0.432,0.0,0.6155,6.146246738200566
-6,lfu,inf,,,inf,,,6.0,4.901430813958719,0.3037938292505144,6.09715701675737,4.823795329432462,0.2989819320667813,7.53900721671425,9.513673778366867,0.5896636098870011,0.4,0.49014308139587187,0.03037938292505144,0.239,0.42668613881993056,0.0264462808759979,0.154825845111951,0.1932473628859132,0.011977595643395277,0.10546879514615204,0.1348671570734474,0.008359152998914137,0.6,0.49014308139587187,0.03037938292505144,0.604,0.48930912869414506,0.03032769400108461,0.632,0.4825026516080599,0.029905824180582616,0.599,0.4903462444430869,0.030391975101176805,0.468,0.49922462401731077,0.03094226276834365,0.102,0.30279974849343533,0.01876772285124173,1.264,0.9650053032161198,0.05981164836116523,0.3195,0.602,0.599,0.102,0.6332723481677796,5.964404443603046
-4,lfu,inf,,,inf,,,6.254118055830067,4.838463392767549,0.29989106805122995,6.292605837608362,4.6794197612223245,0.29003344163989064,7.968838725174487,9.524426418062076,0.5903300654000027,0.362,0.4808192874533916,0.029801488189321993,0.053,0.22414558046332572,0.01389268700980312,0.1349981058938084,0.17993228230494235,0.011152318398850176,0.0816997469411248,0.10849978693586125,0.006724886466261939,0.625,0.48436516143258035,0.030021263735497152,0.614,0.48707416400507353,0.030189169454497296,0.615,0.48683879468671354,0.03017458111300545,0.71,0.4539891035103223,0.028138536159815018,0.469,0.4992877810324305,0.03094617728069637,0.229,0.4203994954037596,0.026056630680162816,1.23,0.9736775893734271,0.0603491622260109,0.2075,0.6194999999999999,0.71,0.229,0.6884218628699595,6.478730670873567
-2,lfu,inf,,,inf,,,6.202670652323582,4.82314376353853,0.2989415475942793,6.328525201987617,4.605417202414327,0.28544671552501966,7.830173896615796,9.372182066359645,0.5808938627194046,0.297,0.4571651780264984,0.028335391297809882,0.031,0.1734043513556366,0.010747713046771194,0.126119026298202,0.16839360890120056,0.010437144011850594,0.06741022969127777,0.09568716284855207,0.00593075179784105,0.617,0.48636153995515263,0.03014500055827929,0.611,0.48776727741507714,0.03023212906872468,0.628,0.48358024137659905,0.029972613886399414,0.758,0.428508599236491,0.02655923814288977,0.484,0.4999939939579214,0.03098994881130537,0.318,0.4659324984298617,0.028878795446251326,1.256,0.9671604827531981,0.05994522777279883,0.16399999999999998,0.614,0.758,0.318,0.6945959128971849,6.234214885840602
0,lfu,inf,,,inf,,,6.01737393969375,4.831874675493549,0.2994826951237131,6.340249376836001,4.4963146119918385,0.2786844669115727,7.609625090252529,9.118377630630148,0.5651629008150876,0.258,0.43775292989039793,0.02713220769296694,0.018,0.13301764429463367,0.008244519009238421,0.11892580940914885,0.15657292869037068,0.009704490661860039,0.04604221560409385,0.07043803001459309,0.004365794331331783,0.595,0.4911376754192415,0.0304410285012878,0.601,0.48993779098885504,0.030366658893799497,0.649,0.4775217555536365,0.02959710504470035,0.8,0.40020015012510957,0.024804662288998646,0.494,0.5002141683461336,0.03100359536126939,0.373,0.4838440917331792,0.029988967500928936,1.298,0.955043511107273,0.0591942100894007,0.138,0.598,0.8,0.373,0.7014967425639522,5.86257711113446
2,lfu,inf,,,inf,,,6.551289719244929,4.654731925456859,0.2885032737261175,6.753853073226077,4.279559781030386,0.26524986330178646,8.99124288160766,9.222696097379448,0.5716286263711965,0.181,0.3852108349818153,0.02387561491118893,0.018,0.13301764429463367,0.008244519009238421,0.09154363144399767,0.1393105859944405,0.008634559576737628,0.027911740856852163,0.060698738640851166,0.0037621467980055116,0.645,0.47875275895205466,0.029673403425809965,0.634,0.4819504915199032,0.029871600943754975,0.588,0.4924413655436538,0.03052183205234954,0.895,0.30670681288336105,0.01900988521100892,0.455,0.4982200550190881,0.030879998936760574,0.365,0.4816710568500115,0.0298542814034791,1.176,0.9848827310873076,0.06104366410469908,0.09949999999999999,0.6395,0.895,0.365,0.7494011398759396,7.645614695244608
4,lfu,inf,,,inf,,,6.134146563968634,4.733716081740494,0.29339876245140806,6.684153146372741,4.136022409012644,0.25635332481313916,8.50805452449812,8.837816348536798,0.5477735323915164,0.195,0.39639895576569334,0.02456906182170574,0.025,0.15620307103062794,0.009681566646609045,0.0966643011143438,0.1412819575952227,0.008756746454449288,0.01860963909345462,0.06158927036490225,0.0038173425261076154,0.599,0.4903462444430869,0.030391975101176805,0.607,0.48866122190101174,0.03028753632199979,0.629,0.48331417586554665,0.029956122975173267,0.962,0.1912919041480653,0.011856395055146558,0.464,0.49895185434363604,0.03092535632881316,0.386,0.48707416400507353,0.030189169454497296,1.258,0.9666283517310933,0.059912245950346533,0.11,0.603,0.962,0.386,0.7392416925140043,6.763159399442066
6,lfu,inf,,,inf,,,6.420720924720339,4.601865727948453,0.2852265928570834,6.905269658986575,3.9146070967485453,0.24262986157953664,9.131167978215318,8.615239118397408,0.5339780527418901,0.12,0.3251241389157466,0.020151402904985027,0.017,0.12933571713849087,0.008016310799790562,0.07344715735832898,0.11810512421724606,0.00732023143892673,0.01049099880764405,0.049612395188220144,0.003075008111834614,0.622,0.48513024163759505,0.03006868389789203,0.613,0.48730736549786363,0.030203623432768268,0.615,0.48683879468671354,0.03017458111300545,0.986,0.11754921445002436,0.00728577579458282,0.465,0.49902306963107834,0.03092977029805897,0.415,0.49296857711016234,0.030554508963785008,1.23,0.9736775893734271,0.0603491622260109,0.0685,0.6174999999999999,0.986,0.415,0.7697390954951443,7.423713803427089
8,lfu,inf,,,inf,,,6.328396182334407,4.567525951086714,0.2830981914362726,7.119017574832756,3.681932506667154,0.22820854107679356,9.229757048313582,8.256479926730925,0.5117419276690254,0.098,0.2974634170523906,0.01843697360185764,0.014,0.11754921445002435,0.007285775794582819,0.06721301343079156,0.11502906977773983,0.007129575609510688,0.006597300203801232,0.04257520360446994,0.002638838458616497,0.606,0.4888793337859589,0.03030105503668703,0.617,0.48636153995515263,0.03014500055827929,0.631,0.4827753846998333,0.02992272835274337,0.993,0.08341437500789631,0.00517007652663781,0.485,0.5000250243988044,0.03099187209795716,0.44,0.49663532561291557,0.03078177639054897,1.262,0.9655507693996666,0.05984545670548674,0.056,0.6114999999999999,0.993,0.44,0.7784532049226448,7.313595125446579
10,lfu,inf,,,inf,,,6.260514016400408,4.531067575564347,0.2808384779100405,7.2841871657364115,3.504179947854095,0.2171913233396564,9.62198867588565,7.967632913413146,0.4938390043035703,0.085,0.2790212408632233,0.017293915679206937,0.021,0.14345584540052586,0.008891485416560773,0.05970173411862709,0.1066201770955957,0.006608387041390932,0.00779013814573061,0.04790480924677072,0.0029691708386755367,0.593,0.4915206939617015,0.030464768236500732,0.619,0.4858755757136543,0.030114880182534484,0.631,0.48277538469983333,0.029922728352743372,0.997,0.054717401199198,0.0033914196625200086,0.474,0.49957339157882863,0.03096387960576388,0.446,0.49732417127194956,0.030824471486830766,1.262,0.9655507693996667,0.059845456705486744,0.053000000000000005,0.606,0.997,0.446,0.7853163660255291,7.624396732080547
12,lfu,inf,,,inf,,,6.391558589067196,4.457680552584034,0.2762899031010292,7.650473492803567,3.2398839520340212,0.20081008780388243,10.52488265531171,7.742954705377118,0.47991330469479004,0.069,0.2535809600567505,0.015717110738617642,0.017,0.1293357171384909,0.008016310799790564,0.05176402455858568,0.09947542782932263,0.006165550893943033,0.005989104000184697,0.04111358191152974,0.002548246207523332,0.602,0.4897303705467283,0.030353802841603668,0.648,0.47783294604320065,0.02961639283107118,0.602,0.4897303705467283,0.030353802841603668,0.999,0.0316227766016838,0.0019600000000000004,0.454,0.4981286301068552,0.030874332361992846,0.42,0.49380547166252003,0.030606380225543017,1.204,0.9794607410934566,0.060707605683207336,0.043000000000000003,0.625,0.999,0.42,0.8082596271509259,8.74159688979378
14,lfu,inf,,,inf,,,6.3570557743111165,4.3954045043826495,0.2724299936436093,7.368980186930965,3.1970364369329993,0.19815437130384772,10.12367164459009,7.221226470310751,0.44757625366317283,0.046,0.20958990416508122,0.012990516846066131,0.018,0.13301764429463367,0.008244519009238421,0.044397045466660866,0.09081292937314228,0.0056286436770982785,0.0059303655661615655,0.040351545710659346,0.0025010147144599927,0.59,0.49207940633818653,0.030499397588366447,0.585,0.4929685771101623,0.030554508963785004,0.655,0.475606140836303,0.029478374014428523,0.997,0.054717401199198004,0.003391419662520009,0.485,0.5000250243988045,0.030991872097957167,0.467,0.4991594536419801,0.030938223466632195,1.31,0.951212281672606,0.058956748028857045,0.032,0.5874999999999999,0.997,0.467,0.8115417761078775,7.727993621824496
16,lfu,inf,,,inf,,,6.595297038989598,4.322330697268597,0.26790083215511695,7.573649670674755,3.062228159058419,0.18979886767548804,10.857839262386785,7.089967826270802,0.4394407586192429,0.047,0.21174474216810163,0.013124075089199504,0.024,0.1531255937047999,0.009490822625785086,0.04092480629121536,0.09154378339299601,0.005673942478558902,0.007178038204345601,0.04402050902356942,0.002728419416579693,0.614,0.48707416400507353,0.030189169454497296,0.598,0.49054728277367576,0.030404435586001314,0.63,0.48304589153964794,0.029939494540378152,0.998,0.04469897088298564,0.002770470918293334,0.472,0.4994651794324259,0.030957172547442572,0.456,0.49830945436777774,0.03088553996579919,1.26,0.9660917830792959,0.059878989080756305,0.035500000000000004,0.606,0.998,0.456,0.8205913933143915,8.617332747926019
18,lfu,inf,,,inf,,,6.649201559484731,4.258268532750971,0.263930218061481,7.7771486847807445,2.8695817693346366,0.17785852073459013,11.403752581348352,6.738785435957948,0.4176742485596379,0.028,0.16505527329729044,0.010230231827443757,0.015,0.121613279660528,0.007537669166025826,0.03367532746205921,0.07769365562354608,0.00481550266569704,0.004904622665131579,0.03550968457228529,0.002200913051954245,0.614,0.48707416400507353,0.030189169454497296,0.609,0.48821855490892324,0.030260099537576274,0.626,0.4841057305572393,0.030005184043252753,1.0,0.0,0.0,0.475,0.49962448361206696,0.030967046322792197,0.467,0.4991594536419801,0.030938223466632195,1.252,0.9682114611144786,0.060010368086505506,0.0215,0.6114999999999999,1.0,0.467,0.8323245499649753,9.108428579351719
20,lfu,inf,,,inf,,,6.601778644825733,4.238669365369473,0.2627154490817802,7.948330343154025,2.749912023429174,0.17044131303872265,11.684169888118376,6.477299986717009,0.40146721250560113,0.029,0.1678904023081343,0.010405954944083617,0.017,0.1293357171384909,0.008016310799790564,0.03197588814925563,0.07781206190371287,0.0048228415629751045,0.0046928855492361045,0.03531947230730303,0.002189123573627874,0.605,0.48909530177074306,0.03031444087106548,0.624,0.48462238790511825,0.030037206797440277,0.631,0.48277538469983333,0.029922728352743372,1.0,0.0,0.0,0.491,0.5001691405606399,0.031000804510210377,0.478,0.4997657108743713,0.0309757996791974,1.262,0.9655507693996667,0.059845456705486744,0.023,0.6145,1.0,0.478,0.8328697198972639,9.258454744943245
22,lfu,inf,,,inf,,,6.983569276741599,4.11350340494994,0.25495758248099526,7.88045671239472,2.7843702953325535,0.1725770588583047,12.512160634210934,6.31918565366431,0.39166718461156763,0.012,0.10893974420691409,0.006752155300435648,0.023,0.14997831007680243,0.009295751965527297,0.026098025443613834,0.06460824598071725,0.004004460573378719,0.0062642607671931335,0.04039315320147427,0.002503593573458506,0.646,0.4784484433174727,0.02965454174736555,0.608,0.48844096324384445,0.03027388454899182,0.597,0.49074619899886335,0.030416764541370368,1.0,0.0,0.0,0.448,0.4975374795365105,0.030837692470041873,0.445,0.4972144630058765,0.030817671698051566,1.194,0.9814923979977267,0.060833529082740735,0.0175,0.627,1.0,0.445,0.848563078691473,10.479196511064433
24,lfu,inf,,,inf,,,6.658903789425691,4.2080636181208835,0.26081848521415946,8.014023777115984,2.6170635982246293,0.16220728233735016,12.602013955321315,6.064759727551969,0.37589770233423864,0.01,0.0995485304256668,0.006170081839806496,0.011,0.1043546352103724,0.006467967300551312,0.03002658862477957,0.06933871086704893,0.004297657824650968,0.0031282663756058053,0.028011943965689148,0.0017361982745635097,0.609,0.48821855490892324,0.030260099537576274,0.614,0.48707416400507353,0.030189169454497296,0.615,0.48683879468671354,0.03017458111300545,1.0,0.0,0.0,0.453,0.49803517851557333,0.030868540172356258,0.447,0.49743184300810345,0.03083114505017784,1.23,0.9736775893734271,0.0603491622260109,0.010499999999999999,0.6114999999999999,1.0,0.447,0.8448539445557833,10.24553980107424
26,lfu,inf,,,inf,,,6.655013408374381,4.135926972393655,0.2563474095902106,7.976191884847171,2.698132203735016,0.16723196656422157,12.79146171892568,5.794270808602578,0.35913262544619023,0.004,0.06315051850925682,0.0039141096886335025,0.02,0.1400700525437883,0.008681631801149524,0.02503827562597391,0.061530042984805355,0.0038136715750569814,0.005551085493639317,0.03756099291895144,0.0023280544605063192,0.598,0.4905472827736758,0.030404435586001317,0.614,0.48707416400507353,0.030189169454497296,0.631,0.48277538469983333,0.029922728352743372,1.0,0.0,0.0,0.474,0.4995733915788287,0.030963879605763887,0.473,0.4995202903992194,0.030960588360553352,1.262,0.9655507693996667,0.059845456705486744,0.012,0.606,1.0,0.473,0.8427051623607197,10.135865070464089
28,lfu,inf,,,inf,,,6.597096715532211,4.149019436539472,0.25715888892515415,8.11835752305229,2.6339009988393034,0.16325087523940432,13.218211931728254,5.663929761980642,0.3510540036794541,0.004,0.06315051850925683,0.003914109688633503,0.019,0.13659303663678338,0.008466124122504796,0.02434785989588945,0.05937298398249511,0.0036799756729614347,0.005490225318751718,0.036874686941435225,0.002285516775315824,0.591,0.49189527438364455,0.03048798497158557,0.635,0.48167105685001144,0.029854281403479097,0.618,0.48611964814468495,0.030130007948538262,1.0,0.0,0.0,0.462,0.49880337288836046,0.030916153352869402,0.461,0.4987261049190505,0.030911364234514772,1.236,0.9722392962893699,0.060260015897076524,0.0115,0.613,1.0,0.461,0.8428730634105216,10.694346223081112
30,lfu,inf,,,inf,,,6.833628153606176,4.088258898529681,0.2533929117625779,7.970724996903914,2.719898431635052,0.1685810513464161,13.579773342120658,5.565842313514799,0.34497448063773567,0.006,0.07726558075864033,0.004788970310686489,0.021,0.14345584540052586,0.008891485416560773,0.023258843962544407,0.059430715629573784,0.0036835539175191297,0.00619403845638777,0.038741679214964096,0.002401234155298256,0.618,0.48611964814468495,0.030130007948538262,0.612,0.48753840227585526,0.030217943240625985,0.611,0.48776727741507714,0.03023212906872468,1.0,0.0,0.0,0.452,0.4979396991041626,0.030862622297125934,0.45,0.49774265212833413,0.030850409199032487,1.222,0.9755345548301543,0.06046425813744936,0.013500000000000002,0.615,1.0,0.45,0.8486174250675746,11.112744142488264
-10,random,inf,,,inf,,,5.57,4.969889314642711,0.308036931082802,5.19,4.998888765404656,0.30983433566271434,5.948485720707187,9.050405447498791,0.560949941256996,0.443,0.4969889314642711,0.030803693108280194,0.481,0.49988887654046565,0.030983433566271437,0.18974712316155956,0.21450728679031603,0.013295299378822822,0.1654722770119986,0.17425344755684705,0.010800340574560257,0.557,0.4969889314642712,0.030803693108280208,0.519,0.49988887654046565,0.030983433566271437,0.707,0.45536618051668964,0.02822388827694493,0.293,0.4553661805166897,0.028223888276944935,0.49,0.5001501276118503,0.030999626075435438,0.0,0.0,0.0,1.414,0.9107323610333793,0.05644777655388986,0.46199999999999997,0.538,0.293,0.0,0.538,4.206849873201688
-8,random,inf,,,inf,,,5.46,4.981286301068551,0.30874332361992846,5.23,4.997206426802086,0.30973006323583135,5.8755552942792875,8.965876159030392,0.5557107616781465,0.454,0.4981286301068552,0.030874332361992846,0.477,0.4997206426802086,0.03097300632358313,0.185513449431222,0.20599558140535615,0.01276773841336247,0.1476059226384874,0.1583623118551434,0.009815397779445907,0.546,0.49812863010685515,0.030874332361992846,0.523,0.4997206426802086,0.03097300632358313,0.713,0.4525879316064844,0.028051690625467602,0.35,0.4772082645216109,0.029577674669230492,0.495,0.50022517452166,0.031004277531096015,0.0,0.0,0.0,1.426,0.9051758632129688,0.056103381250935204,0.4655,0.5345,0.35,0.0,0.5345,4.120305255455321
-6,random,inf,,,inf,,,5.45,4.982200550190881,0.3087999893676057,5.6434000517037655,4.898905733902446,0.3036373231671735,6.276732279650576,9.074499473766101,0.562443304476765,0.455,0.4982200550190881,0.030879998936760574,0.267,0.44261372200475996,0.027433482709520746,0.1776200052730292,0.19823873146971976,0.012286963873373536,0.11796903595027589,0.13764680419527023,0.008531437312445374,0.545,0.4982200550190881,0.030879998936760574,0.558,0.4968731054131255,0.030796514135253736,0.696,0.4602127723084137,0.028524283148383046,0.554,0.49732417127194956,0.030824471486830766,0.495,0.50022517452166,0.031004277531096015,0.109,0.3117951510466707,0.01932526367779276,1.392,0.9204255446168274,0.05704856629676609,0.361,0.5515000000000001,0.554,0.109,0.588515661370571,4.509146752622541
-4,random,inf,,,inf,,,5.603810669057857,4.962171353785834,0.30755856691288674,5.654711467930725,4.788409270610282,0.2967886814182036,6.5201186754233476,9.061522092781606,0.5616389580700597,0.428,0.49503642397409614,0.03068267544025736,0.067,0.25014710386805117,0.015504278127028046,0.1606313941582407,0.18718770295355583,0.011602014029641977,0.09717261448272263,0.1139756292371969,0.007064282688352266,0.56,0.49663532561291557,0.03078177639054897,0.548,0.4979396991041626,0.030862622297125934,0.689,0.4631344227041362,0.028705368916016473,0.671,0.4700850773849134,0.029136174956419576,0.486,0.5000540511325292,0.030993671193552633,0.234,0.42358402168096876,0.026254009663733716,1.378,0.9262688454082724,0.057410737832032946,0.2475,0.554,0.671,0.234,0.646176732037367,4.731581041671515
-2,random,inf,,,inf,,,5.591340820927358,4.936914696646064,0.3059931430850717,5.776046633146384,4.702539738970867,0.2914664327069917,6.585843839473226,8.95503983194578,0.5550391191670107,0.36,0.48024018015013137,0.02976559474679837,0.039,0.19369180807797864,0.012005142641795218,0.15053744282034104,0.17756268045419832,0.011005448954526587,0.07953717570177238,0.10244602431620768,0.006349670371736918,0.556,0.4971027168615267,0.030810745600268176,0.553,0.49743184300810345,0.03083114505017784,0.692,0.4618975528722244,0.028628706929591848,0.723,0.44774040634219225,0.027751237896800292,0.493,0.5002011607355596,0.031002789141213315,0.321,0.46709439857182755,0.028950810763152115,1.384,0.9237951057444488,0.057257413859183696,0.19949999999999998,0.5545,0.723,0.321,0.6576539447859463,4.758557687480654
