hit_rate,miss_rate,outage_probability,noma_success_rate,sic_success_rate,cic_opportunity_rate,cic_benefit_rate,avg_throughput,spectral_efficiency,energy_per_bit,total_requests,cache_hits,noma_transmissions,outages,cic_events,cache_capacity,cache_current_size,cache_utilization,cache_total_requests,cache_total_hits,cache_total_misses,cache_hit_rate,cache_miss_rate,cache_evictions,cache_cic_opportunities,cache_cic_rate,cache_noma_paired_hits,cache_noma_awareness_enabled,policy,run,seed
0.575,0.425,0.8837209302325582,0.20930232558139536,1.0,0.0,0.0,5.840539649741352,27.1653006964714,0.0368116668824466,200,115,43,76,0,200,200,1.0,1713,1042,671,0.6082895504962055,0.3917104495037945,471,200,0.11675423234092236,354,True,lfu,5,2030
0.615,0.385,0.6923076923076923,0.5897435897435898,1.0,0.0,0.0,6.278955705661516,32.199772849546235,0.031056119702226166,200,123,39,54,0,200,200,1.0,1990,1203,787,0.6045226130653266,0.3954773869346734,587,200,0.10050251256281408,392,True,lfu,6,2031
0.595,0.405,0.7317073170731707,0.4634146341463415,1.0,0.0,0.0,6.093394322245143,29.723874742659234,0.033642989302630044,200,119,41,60,0,200,200,1.0,2271,1362,909,0.5997357992073976,0.4002642007926024,709,200,0.08806693086745927,432,True,lfu,7,2032
0.6,0.4,0.775,0.425,1.0,0.0,0.0,6.114666598093963,30.573332990469815,0.03270824284390961,200,120,40,62,0,200,200,1.0,2551,1522,1029,0.5966287730301842,0.40337122696981575,829,200,0.07840062720501764,472,True,lfu,8,2033
0.645,0.355,0.5833333333333334,0.5277777777777778,1.0,0.013888888888888888,0.013888888888888888,6.5805636480417045,36.55868693356503,0.027353279996549504,200,129,36,42,1,200,200,1.0,2822,1686,1136,0.5974486180014175,0.40255138199858254,936,200,0.07087172218284904,507,True,lfu,9,2034
0.61,0.39,0.6794871794871795,0.46153846153846156,1.0,0.0,0.0,6.239076559779983,31.995264409128115,0.03125462528494386,200,122,39,53,0,200,200,1.0,3100,1847,1253,0.5958064516129032,0.40419354838709676,1053,200,0.06451612903225806,546,True,lfu,10,2035
0.635,0.365,0.6081081081081081,0.40540540540540543,1.0,0.0,0.0,6.480264495751953,35.02845673379434,0.02854821745644397,200,127,37,45,0,200,200,1.0,3373,2010,1363,0.5959086866291136,0.40409131337088644,1163,200,0.059294396679513785,582,True,lfu,11,2036
0.615,0.385,0.5256410256410257,0.5641025641025641,1.0,0.0,0.0,6.304398149964644,32.33024692289561,0.03093078758058667,200,123,39,41,0,200,200,1.0,3650,2171,1479,0.5947945205479452,0.40520547945205476,1279,200,0.0547945205479452,620,True,lfu,12,2037
0.645,0.355,0.625,0.4722222222222222,1.0,0.0,0.0,6.592200485814998,36.623336032305545,0.027304994802163772,200,129,36,45,0,200,200,1.0,3921,2335,1586,0.5955113491456261,0.4044886508543739,1386,200,0.0510073960724305,655,True,lfu,13,2038
0.56,0.44,0.7045454545454546,0.4318181818181818,1.0,0.0,0.0,5.74078179569761,26.09446270771641,0.03832230658285558,200,112,44,62,0,200,200,1.0,4209,2491,1718,0.5918270373010216,0.4081729626989784,1518,200,0.047517224994060345,699,True,lfu,14,2039
0.605,0.395,0.3625,0.675,1.0,0.0125,0.0125,6.257795790302037,31.28897895151018,0.03196013527797571,200,121,40,29,1,200,200,1.0,4488,2651,1837,0.5906862745098039,0.40931372549019607,1637,200,0.044563279857397504,738,True,lfu,15,2040
0.645,0.355,0.8055555555555556,0.3611111111111111,1.0,0.0,0.0,6.5391407036459865,36.32855946469992,0.027526552517770198,200,129,36,58,0,200,200,1.0,4759,2815,1944,0.5915108216011767,0.40848917839882326,1744,200,0.04202563563773902,773,True,lfu,16,2041
0.62,0.38,0.6842105263157895,0.4473684210526316,1.0,0.0,0.0,6.3258669744201805,33.29403670747463,0.030035408706553638,200,124,38,52,0,200,200,1.0,5035,2977,2058,0.5912611717974181,0.4087388282025819,1858,200,0.039721946375372394,811,True,lfu,17,2042
0.595,0.405,0.3902439024390244,0.7073170731707317,1.0,0.0,0.0,6.179636174032967,30.14456670259984,0.03317347400829465,200,119,41,32,0,200,200,1.0,5316,3136,2180,0.5899172310007524,0.41008276899924756,1980,200,0.03762227238525207,851,True,lfu,18,2043
0.675,0.325,0.5757575757575758,0.5151515151515151,1.0,0.015151515151515152,0.0,6.893498160060439,41.77877672763902,0.02393559788787314,200,135,33,38,0,200,200,1.0,5581,3304,2277,0.5920086006092098,0.4079913993907902,2077,202,0.03619423042465508,884,True,lfu,19,2044
0.61,0.39,0.6538461538461539,0.46153846153846156,1.0,0.0,0.0,6.241405700011469,32.00720871800753,0.031242961821828324,200,122,39,51,0,200,200,1.0,5859,3465,2394,0.5913978494623656,0.4086021505376344,2194,202,0.034476873186550606,923,True,lfu,20,2045
0.595,0.405,0.3780487804878049,0.7317073170731707,1.0,0.0,0.0,6.186268216130599,30.176918127466333,0.03313791009989927,200,119,41,31,0,200,200,1.0,6140,3624,2516,0.5902280130293159,0.40977198697068407,2316,202,0.032899022801302934,963,True,lfu,21,2046
0.64,0.36,0.7916666666666666,0.3611111111111111,1.0,0.013888888888888888,0.0,6.505779711997179,36.14322062220655,0.027667705942773558,200,128,36,57,0,200,200,1.0,6412,3789,2623,0.5909232688708671,0.4090767311291329,2423,204,0.031815346225826574,1000,True,lfu,22,2047
0.63,0.37,0.7567567567567568,0.4594594594594595,1.0,0.013513513513513514,0.013513513513513514,6.421998472902809,34.713505258934106,0.028807232013616176,200,126,37,56,1,200,200,1.0,6686,3952,2734,0.5910858510320072,0.40891414896799283,2534,204,0.03051151660185462,1037,True,lfu,23,2048
0.63,0.37,0.6351351351351351,0.4864864864864865,1.0,0.0,0.0,6.423540184158083,34.72183883328693,0.028800318001629733,200,126,37,47,0,200,200,1.0,6960,4115,2845,0.5912356321839081,0.40876436781609193,2645,204,0.029310344827586206,1074,True,lfu,24,2049
0.57,0.43,0.7325581395348837,0.32558139534883723,1.0,0.0,0.0,5.8390017558509735,27.158147701632437,0.03682136245027828,200,114,43,63,0,200,200,1.0,7246,4272,2974,0.5895666574661882,0.4104333425338118,2774,204,0.028153463980126966,1117,True,lfu,25,2050
0.565,0.435,0.5,0.5681818181818182,1.0,0.0,0.0,5.826516606365491,26.484166392570412,0.03775840950314107,200,113,44,44,0,200,200,1.0,7533,4428,3105,0.5878136200716846,0.4121863799283154,2905,204,0.027080844285145362,1160,True,lfu,26,2051
0.555,0.445,0.5111111111111111,0.5555555555555556,1.0,0.0,0.0,5.737932148635482,25.501920660602142,0.03921273277055158,200,111,45,46,0,200,200,1.0,7822,4583,3239,0.5859115315776017,0.4140884684223983,3039,204,0.026080286371771927,1204,True,lfu,27,2052
0.625,0.375,0.7368421052631579,0.39473684210526316,1.0,0.0,0.0,6.384459382788399,33.60241780414947,0.029759763295262427,200,125,38,56,0,200,200,1.0,8097,4745,3352,0.5860195134000247,0.41398048659997533,3152,204,0.025194516487587994,1241,True,lfu,28,2053
0.655,0.345,0.6714285714285714,0.37142857142857144,1.0,0.0,0.0,6.678739118611905,38.16422353492518,0.026202550644974378,200,131,35,47,0,200,200,1.0,8366,4910,3456,0.5868993545302414,0.41310064546975855,3256,204,0.02438441310064547,1275,True,lfu,29,2054
0.615,0.385,0.5128205128205128,0.5128205128205128,1.0,0.0,0.0,6.316274428513385,32.39115091545326,0.030872629460131883,200,123,39,40,0,200,200,1.0,8643,5071,3572,0.5867175749161171,0.4132824250838829,3372,204,0.023602915654286707,1313,True,lfu,30,2055
0.635,0.365,0.44594594594594594,0.6216216216216216,1.0,0.0,0.0,6.522136191815796,35.25479022603133,0.028364939731271552,200,127,37,33,0,200,200,1.0,8916,5234,3682,0.5870345446388515,0.4129654553611485,3482,204,0.02288021534320323,1349,True,lfu,31,2056
0.62,0.38,0.8552631578947368,0.2894736842105263,1.0,0.0,0.0,6.30182416790981,33.16749562057795,0.03015000021224318,200,124,38,65,0,200,200,1.0,9192,5396,3796,0.5870322019147084,0.4129677980852916,3596,204,0.022193211488250653,1387,True,lfu,32,2057
0.59,0.41,0.6463414634146342,0.5365853658536586,1.0,0.0,0.0,6.042852554051612,29.47732953195908,0.03392437564318057,200,118,41,53,0,200,200,1.0,9474,5555,3919,0.5863415663922313,0.41365843360776866,3719,204,0.021532615579480684,1428,True,lfu,33,2058
0.59,0.41,0.5121951219512195,0.5365853658536586,1.0,0.012195121951219513,0.012195121951219513,6.083665567987173,29.676417404815478,0.03369678982334754,200,118,41,42,1,200,200,1.0,9756,5715,4041,0.5857933579335793,0.41420664206642066,3841,206,0.02111521115211152,1470,True,lfu,34,2059
0.615,0.385,0.7564102564102564,0.3076923076923077,1.0,0.0,0.0,6.260517375903711,32.10521731232672,0.031147585461633126,200,123,39,59,0,200,200,1.0,10033,5876,4157,0.5856672979168743,0.41433270208312567,3957,206,0.020532243596132763,1508,True,lfu,35,2060
0.625,0.375,0.3684210526315789,0.6578947368421053,1.0,0.0,0.0,6.535766101270468,34.39876895405509,0.029070807776163603,200,125,38,28,0,200,200,1.0,10308,6038,4270,0.5857586340706248,0.4142413659293752,4070,206,0.019984478075281333,1545,True,lfu,36,2061
0.615,0.385,0.8076923076923077,0.358974358974359,1.0,0.0,0.0,6.2672148655564195,32.13956341310984,0.03111429944291329,200,123,39,63,0,200,200,1.0,10585,6199,4386,0.5856400566839868,0.4143599433160132,4186,206,0.019461502125649503,1583,True,lfu,37,2062
0.64,0.36,0.7916666666666666,0.3333333333333333,1.0,0.0,0.0,6.5063281679360765,36.146267599644865,0.027665373672213528,200,128,36,57,0,200,200,1.0,10857,6363,4494,0.586073500967118,0.41392649903288203,4294,206,0.018973933867550887,1619,True,lfu,38,2063
0.68,0.32,0.828125,0.34375,1.0,0.0,0.0,6.896932272237546,43.10582670148466,0.023198719906827765,200,136,32,53,0,200,200,1.0,11121,6531,4590,0.5872673320744537,0.4127326679255463,4390,206,0.018523514072475496,1651,True,lfu,39,2064
0.59,0.41,0.8170731707317073,0.36585365853658536,1.0,0.0,0.0,6.0142928211155375,29.33801376153921,0.03408547041146167,200,118,41,67,0,200,200,1.0,11403,6690,4713,0.586687713759537,0.413312286240463,4513,206,0.01806542138033851,1692,True,lfu,40,2065
0.605,0.395,0.4875,0.575,1.0,0.0,0.0,6.257761429176692,31.28880714588346,0.03196031076983917,200,121,40,39,0,200,200,1.0,11682,6850,4832,0.586372196541688,0.41362780345831196,4632,206,0.01763396678650916,1731,True,lfu,41,2066
0.705,0.295,0.38333333333333336,0.7333333333333333,1.0,0.0,0.0,7.201217488201046,48.00811658800697,0.020829811104270908,200,141,30,23,0,200,200,1.0,11941,7020,4921,0.5878904614353907,0.4121095385646093,4721,206,0.017251486475169584,1760,True,lfu,42,2067
0.6,0.4,0.55,0.6,1.0,0.0,0.0,6.145963883371681,30.7298194168584,0.0325416816296486,200,120,40,44,0,200,200,1.0,12221,7180,5041,0.5875132967842239,0.4124867032157761,4841,206,0.01685623107765322,1800,True,lfu,43,2068
0.64,0.36,0.7361111111111112,0.4722222222222222,1.0,0.0,0.0,6.520172920794108,36.2231828933006,0.02760662979135795,200,128,36,53,0,200,200,1.0,12493,7344,5149,0.5878491955495078,0.41215080445049224,4949,206,0.016489233971023774,1836,True,lfu,44,2069
0.67,0.33,0.7424242424242424,0.5151515151515151,1.0,0.015151515151515152,0.015151515151515152,6.809521535382009,41.269827487163695,0.024230777322997867,200,134,33,49,1,200,200,1.0,12759,7511,5248,0.5886824986284191,0.41131750137158085,5048,206,0.01614546594560702,1869,True,lfu,45,2070
0.615,0.385,0.3974358974358974,0.6923076923076923,1.0,0.02564102564102564,0.01282051282051282,6.322437050080993,32.422754102979454,0.03084253721395327,200,123,39,31,1,200,200,1.0,13036,7674,5362,0.5886775084381712,0.41132249156182876,5162,210,0.016109235961951518,1909,True,lfu,46,2071
0.63,0.37,0.581081081081081,0.5135135135135135,1.0,0.0,0.0,6.451295572375833,34.871867958788286,0.028676410486005624,200,126,37,43,0,200,200,1.0,13310,7837,5473,0.5888054094665665,0.41119459053343355,5273,210,0.015777610818933134,1946,True,lfu,47,2072
0.6,0.4,0.725,0.425,1.0,0.0,0.0,6.1202334960342135,30.601167480171068,0.03267849178133415,200,120,40,58,0,200,200,1.0,13590,7997,5593,0.5884473877851362,0.41155261221486383,5393,210,0.01545253863134658,1986,True,lfu,48,2073
0.63,0.37,0.7837837837837838,0.43243243243243246,1.0,0.0,0.0,6.4061388377007304,34.62777750108503,0.028878549885815397,200,126,37,58,0,200,200,1.0,13864,8160,5704,0.5885747259088286,0.41142527409117136,5504,210,0.015147143681477206,2023,True,lfu,49,2074
0.615,0.385,0.3717948717948718,0.6666666666666666,1.0,0.0,0.0,6.343039529392622,32.52840784303909,0.030742359257955345,200,123,39,29,0,200,200,1.0,14141,8321,5820,0.5884308040449756,0.4115691959550244,5620,210,0.014850434905593663,2061,True,lfu,50,2075
0.63,0.37,0.7432432432432432,0.40540540540540543,1.0,0.0,0.0,6.409682867385186,34.6469344182983,0.02886258241282853,200,126,37,55,0,200,200,1.0,14415,8484,5931,0.5885535900104059,0.41144640998959414,5731,210,0.014568158168574402,2098,True,lfu,51,2076
0.63,0.37,0.7297297297297297,0.43243243243243246,1.0,0.013513513513513514,0.013513513513513514,6.434300119409626,34.780000645457434,0.02875215587813994,200,126,37,54,1,200,200,1.0,14689,8647,6042,0.5886717952209136,0.4113282047790864,5842,210,0.014296412281298932,2135,True,lfu,52,2077
0.54,0.46,0.5108695652173914,0.5217391304347826,1.0,0.0,0.0,5.603873135398918,24.364665806082254,0.04104304191811922,200,108,46,47,0,200,200,1.0,14981,8801,6180,0.5874774714638542,0.4125225285361458,5980,210,0.01401775582404379,2181,True,lfu,53,2078
0.615,0.385,0.6282051282051282,0.46153846153846156,1.0,0.0,0.0,6.286611426122338,32.23903295447353,0.031018300127431047,200,123,39,49,0,200,200,1.0,15258,8962,6296,0.5873640057674663,0.4126359942325337,6096,210,0.013763271726307511,2219,True,lfu,54,2079
0.62,0.38,0.6973684210526315,0.47368421052631576,1.0,0.0,0.0,6.328993718196151,33.31049325366396,0.030020570166429644,200,124,38,53,0,200,200,1.0,15534,9124,6410,0.5873567658040427,0.4126432341959573,6210,210,0.013518733101583623,2257,True,lfu,55,2080
0.67,0.33,0.7121212121212122,0.5757575757575758,1.0,0.045454545454545456,0.015151515151515152,6.85110516539032,41.52184948721406,0.02408370562366045,200,134,33,47,1,200,200,1.0,15800,9293,6507,0.5881645569620253,0.4118354430379747,6307,214,0.013544303797468354,2292,True,lfu,56,2081
0.67,0.33,0.5,0.6363636363636364,1.0,0.0,0.0,6.847480519209724,41.49988193460439,0.02409645409535869,200,134,33,33,0,200,200,1.0,16066,9460,6606,0.5888211129092493,0.4111788870907507,6406,214,0.013320054774057014,2325,True,lfu,57,2082
0.665,0.335,0.8529411764705882,0.2647058823529412,1.0,0.0,0.0,6.725610425589964,39.56241426817626,0.025276516069556283,200,133,34,58,0,200,200,1.0,16333,9626,6707,0.5893589665095206,0.4106410334904794,6507,214,0.01310230821037164,2358,True,lfu,58,2083
0.655,0.345,0.8142857142857143,0.34285714285714286,1.0,0.0,0.0,6.635526673746914,37.917295278553794,0.026373189138456425,200,131,35,57,0,200,200,1.0,16602,9791,6811,0.5897482231056499,0.4102517768943501,6611,214,0.012890013251415491,2392,True,lfu,59,2084
0.605,0.395,0.4875,0.575,1.0,0.0,0.0,6.204088560035922,31.02044280017961,0.032236806110137475,200,121,40,39,0,200,200,1.0,16881,9951,6930,0.5894792962502221,0.4105207037497779,6730,214,0.012676974112908003,2431,True,lfu,60,2085
0.615,0.385,0.5897435897435898,0.5384615384615384,1.0,0.0,0.0,6.318077062951273,32.400395194621915,0.03086382107357716,200,123,39,46,0,200,200,1.0,17158,10112,7046,0.5893460776314255,0.41065392236857445,6846,214,0.012472316120759995,2469,True,lfu,61,2086
0.65,0.35,0.8,0.34285714285714286,1.0,0.0,0.0,6.598742228044269,37.707098445967254,0.026520205510719937,200,130,35,56,0,200,200,1.0,17428,10277,7151,0.5896832683038788,0.41031673169612115,6951,214,0.012279091117741565,2504,True,lfu,62,2087
0.64,0.36,0.8611111111111112,0.2777777777777778,1.0,0.0,0.0,6.486823734710622,36.03790963728123,0.02774855728495139,200,128,36,62,0,200,200,1.0,17700,10441,7259,0.5898870056497175,0.4101129943502825,7059,214,0.01209039548022599,2540,True,lfu,63,2088
0.61,0.39,0.8205128205128205,0.358974358974359,1.0,0.0,0.0,6.201497735320142,31.802552488821245,0.031444016965352234,200,122,39,64,0,200,200,1.0,17978,10602,7376,0.5897207698297919,0.41027923017020806,7176,214,0.011903437534764713,2579,True,lfu,64,2089
0.645,0.355,0.75,0.4166666666666667,1.0,0.0,0.0,6.56112541022813,36.450696723489614,0.027434317856415032,200,129,36,54,0,200,200,1.0,18249,10766,7483,0.5899501342539317,0.4100498657460683,7283,214,0.011726669954518055,2614,True,lfu,65,2090
0.605,0.395,0.5125,0.525,1.0,0.0,0.0,6.27553062946913,31.377653147345647,0.03186981497004003,200,121,40,41,0,200,200,1.0,18528,10926,7602,0.5897020725388601,0.4102979274611399,7402,214,0.011550086355785838,2653,True,lfu,66,2091
0.65,0.35,0.4,0.7142857142857143,1.0,0.0,0.0,6.6678908750453285,38.10223357168759,0.026245180564508017,200,130,35,28,0,200,200,1.0,18798,11091,7707,0.5900095754867539,0.4099904245132461,7507,214,0.011384189807426321,2688,True,lfu,67,2092
0.645,0.355,0.7916666666666666,0.3888888888888889,1.0,0.0,0.0,6.552444727357613,36.40247070754229,0.027470662857859485,200,129,36,57,0,200,200,1.0,19069,11255,7814,0.5902249724684042,0.4097750275315958,7614,214,0.011222402852797735,2723,True,lfu,68,2093
0.69,0.31,0.6451612903225806,0.4838709677419355,1.0,0.0,0.0,7.015385665191266,45.260552678653326,0.02209429493934659,200,138,31,40,0,200,200,1.0,19331,11424,7907,0.5909678754332419,0.4090321245667581,7707,214,0.011070301588122704,2754,True,lfu,69,2094
0.665,0.335,0.8088235294117647,0.35294117647058826,1.0,0.0,0.0,6.742971704554493,39.66453943855584,0.02521143606240772,200,133,34,55,0,200,200,1.0,19598,11590,8008,0.5913868762118584,0.40861312378814163,7808,214,0.010919481579753035,2787,True,lfu,70,2095
0.625,0.375,0.7368421052631579,0.5,1.0,0.0,0.0,6.380006792778317,33.578983119885876,0.029780532556025738,200,125,38,56,0,200,200,1.0,19873,11752,8121,0.591355104916218,0.408644895083782,7921,214,0.010768379207970613,2824,True,lfu,71,2096
0.635,0.365,0.8513513513513513,0.2702702702702703,1.0,0.0,0.0,6.424278137809731,34.725827771944495,0.028797009723348185,200,127,37,63,0,200,200,1.0,20146,11915,8231,0.5914325424401866,0.4085674575598134,8031,214,0.010622456070684006,2860,True,lfu,72,2097
0.625,0.375,0.5131578947368421,0.5789473684210527,1.0,0.0,0.0,6.4108102040065305,33.74110633687648,0.02963743956750688,200,125,38,39,0,200,200,1.0,20421,12077,8344,0.5914010087654865,0.4085989912345135,8144,214,0.010479408452083639,2897,True,lfu,73,2098
0.665,0.335,0.7058823529411765,0.38235294117647056,1.0,0.0,0.0,6.7617318656718775,39.77489332748163,0.02514148791717993,200,133,34,48,0,200,200,1.0,20688,12243,8445,0.591792343387471,0.408207656612529,8245,214,0.01034416086620263,2930,True,lfu,74,2099
0.62,0.38,0.8026315789473685,0.39473684210526316,1.0,0.0,0.0,6.318708190726668,33.25635889856141,0.03006943733829074,200,124,38,61,0,200,200,1.0,20964,12405,8559,0.591728677733257,0.408271322266743,8359,214,0.010207975577179928,2968,True,lfu,75,2100
0.63,0.37,0.7567567567567568,0.40540540540540543,1.0,0.0,0.0,6.41593365890565,34.68072248057108,0.02883446273531996,200,126,37,56,0,200,200,1.0,21238,12568,8670,0.5917694698182503,0.4082305301817497,8470,214,0.010076278368961297,3005,True,lfu,76,2101
0.61,0.39,0.6153846153846154,0.46153846153846156,1.0,0.0,0.0,6.240276311501017,32.0014169820565,0.031248616289732096,200,122,39,48,0,200,200,1.0,21516,12729,8787,0.591606246514222,0.408393753485778,8587,214,0.009946086633203198,3044,True,lfu,77,2102
0.625,0.375,0.75,0.47368421052631576,1.0,0.0,0.0,6.370323672936657,33.52801933124556,0.029825800030724638,200,125,38,57,0,200,200,1.0,21791,12891,8900,0.5915745032352806,0.4084254967647194,8700,214,0.00982056812445505,3081,True,lfu,78,2103
0.66,0.34,0.6323529411764706,0.4117647058823529,1.0,0.0,0.0,6.720809844797469,39.534175557632175,0.025294570732661895,200,132,34,43,0,200,200,1.0,22059,13057,9002,0.591912598032549,0.40808740196745097,8802,214,0.009701255723287547,3115,True,lfu,79,2104
0.625,0.375,0.5526315789473685,0.5263157894736842,1.0,0.0,0.0,6.408001199124062,33.72632210065296,0.029650431405345543,200,125,38,42,0,200,200,1.0,22334,13219,9115,0.5918778543924061,0.40812214560759386,8915,214,0.009581803528252887,3152,True,lfu,80,2105
0.66,0.34,0.7794117647058824,0.4411764705882353,1.0,0.0,0.0,6.695604954783911,39.38591149872889,0.025389789443676408,200,132,34,53,0,200,200,1.0,22602,13385,9217,0.5922042297141846,0.4077957702858154,9017,214,0.009468188655871162,3186,True,lfu,81,2106
0.7,0.3,0.85,0.3,1.0,0.0,0.0,7.080483182138653,47.20322121425769,0.021184994885432754,200,140,30,51,0,200,200,1.0,22862,13555,9307,0.592905257632753,0.40709474236724696,9107,214,0.00936051089143557,3216,True,lfu,82,2107
0.63,0.37,0.6081081081081081,0.4864864864864865,1.0,0.0,0.0,6.428508926130879,34.74869689800475,0.02877805757537398,200,126,37,45,0,200,200,1.0,23136,13718,9418,0.5929287690179806,0.40707123098201936,9218,214,0.009249654218533887,3253,True,lfu,83,2108
0.615,0.385,0.6282051282051282,0.5384615384615384,1.0,0.0,0.0,6.3225296407170966,32.42322892675434,0.03084208553870587,200,123,39,49,0,200,200,1.0,23413,13879,9534,0.592790330158459,0.40720966984154106,9334,214,0.009140221244607697,3291,True,lfu,84,2109
0.635,0.365,0.6486486486486487,0.4594594594594595,1.0,0.013513513513513514,0.013513513513513514,6.469593305881006,34.970774626383815,0.028595305957150482,200,127,37,48,1,200,200,1.0,23686,14043,9643,0.5928818711475133,0.40711812885248666,9443,216,0.009119310985392214,3328,True,lfu,85,2110
0.6,0.4,0.825,0.35,1.0,0.0,0.0,6.099085414398834,30.49542707199417,0.03279180178848394,200,120,40,66,0,200,200,1.0,23966,14203,9763,0.5926312275723942,0.40736877242760583,9563,216,0.009012768088124843,3368,True,lfu,86,2111
0.67,0.33,0.5757575757575758,0.5151515151515151,1.0,0.0,0.0,6.827118323323061,41.37647468680643,0.024168322883217172,200,134,33,38,0,200,200,1.0,24232,14370,9862,0.5930174975239353,0.4069825024760647,9662,216,0.008913832948167713,3401,True,lfu,87,2112
0.65,0.35,0.4857142857142857,0.6571428571428571,1.0,0.0,0.0,6.648770677636017,37.992975300777246,0.026320655123304924,200,130,35,34,0,200,200,1.0,24502,14535,9967,0.5932168802546731,0.4067831197453269,9767,216,0.008815606889233532,3436,True,lfu,88,2113
0.605,0.395,0.7125,0.55,1.0,0.025,0.0,6.226166334700484,31.13083167350242,0.032122495488971094,200,121,40,57,0,200,200,1.0,24781,14697,10084,0.5930753399782092,0.40692466002179084,9884,220,0.008877769258706267,3477,True,lfu,89,2114
0.67,0.33,0.5303030303030303,0.5757575757575758,1.0,0.0,0.0,6.836272401334067,41.4319539474792,0.024135960405527578,200,134,33,35,0,200,200,1.0,25047,14864,10183,0.5934443246696212,0.40655567533037884,9983,220,0.00878348704435661,3510,True,lfu,90,2115
0.635,0.365,0.7297297297297297,0.4864864864864865,1.0,0.0,0.0,6.475077263466726,35.00041764036068,0.02857108764459003,200,127,37,54,0,200,200,1.0,25320,15027,10293,0.5934834123222749,0.40651658767772514,10093,220,0.008688783570300158,3546,True,lfu,91,2116
0.64,0.36,0.5694444444444444,0.6388888888888888,1.0,0.0,0.0,6.535145457263558,36.30636365146421,0.02754338081334319,200,128,36,41,0,200,200,1.0,25592,15191,10401,0.5935839324788996,0.4064160675211004,10201,220,0.008596436386370742,3582,True,lfu,92,2117
0.555,0.445,0.8222222222222222,0.3333333333333333,1.0,0.0,0.0,5.673390400647093,25.215068447320412,0.03965882551892376,200,111,45,74,0,200,200,1.0,25881,15346,10535,0.5929446311966308,0.40705536880336923,10335,220,0.008500444341408755,3626,True,lfu,93,2118
0.625,0.375,0.4605263157894737,0.6052631578947368,1.0,0.0,0.0,6.434062374780641,33.863486183056004,0.029530332305253374,200,125,38,35,0,200,200,1.0,26156,15508,10648,0.5929041137788653,0.4070958862211347,10448,220,0.008411072029362287,3663,True,lfu,94,2119
0.64,0.36,0.5555555555555556,0.5277777777777778,1.0,0.0,0.0,6.538694240737759,36.32607911520977,0.02752843203441956,200,128,36,40,0,200,200,1.0,26428,15672,10756,0.5930074163765703,0.4069925836234297,10556,220,0.008324504313606781,3699,True,lfu,95,2120
0.655,0.345,0.8285714285714286,0.3142857142857143,1.0,0.0,0.0,6.650222727632465,38.00127272932837,0.026314908111701917,200,131,35,58,0,200,200,1.0,26697,15837,10860,0.5932127205303966,0.40678727946960336,10660,220,0.008240626287597858,3733,True,lfu,96,2121
0.605,0.395,0.775,0.425,1.0,0.0,0.0,6.169434238960614,30.84717119480307,0.0324178834319976,200,121,40,62,0,200,200,1.0,26976,15997,10979,0.5930086002372479,0.4069913997627521,10779,220,0.008155397390272835,3772,True,lfu,97,2122
0.67,0.33,0.7272727272727273,0.5454545454545454,1.0,0.0,0.0,6.810614124381292,41.276449238674495,0.024226890113964485,200,134,33,48,0,200,200,1.0,27242,16164,11078,0.5933485059834079,0.40665149401659206,10878,220,0.008075765362308201,3805,True,lfu,98,2123
0.61,0.39,0.7051282051282052,0.41025641025641024,1.0,0.0,0.0,6.23495477567706,31.974127054754153,0.031275286993372745,200,122,39,55,0,200,200,1.0,27520,16325,11195,0.5932049418604651,0.40679505813953487,10995,220,0.007994186046511628,3844,True,lfu,99,2124
0.385,0.615,0.25806451612903225,1.0,1.0,0.9838709677419355,0.7258064516129032,4.584435639542776,14.788502063041213,0.06762010078756772,200,77,62,32,90,200,123,0.615,323,200,123,0.6191950464396285,0.3808049535603715,0,122,0.37770897832817335,122,True,random,0,2025
0.53,0.47,0.3723404255319149,0.9787234042553191,1.0,0.851063829787234,0.5425531914893617,5.81537168449672,24.746262487220083,0.040410142764647314,200,106,47,35,51,200,200,1.0,617,400,217,0.6482982171799028,0.35170178282009723,17,216,0.3500810372771475,216,True,random,1,2026
0.645,0.355,0.2916666666666667,1.0,1.0,0.8194444444444444,0.5555555555555556,6.883754813762197,38.24308229867887,0.026148519938586266,200,129,36,21,40,200,200,1.0,888,600,288,0.6756756756756757,0.32432432432432434,88,286,0.32207207207207206,286,True,random,2,2027
0.6,0.4,0.425,0.975,1.0,0.8,0.475,6.4122515021709345,32.061257510854674,0.031190292509937878,200,120,40,34,38,200,200,1.0,1168,800,368,0.684931506849315,0.31506849315068497,168,366,0.3133561643835616,366,True,random,3,2028
0.54,0.46,0.2391304347826087,1.0,1.0,0.8369565217391305,0.6304347826086957,6.12078306291225,26.61210027353152,0.03757689132843841,200,108,46,22,58,200,200,1.0,1460,1000,460,0.684931506849315,0.31506849315068497,260,458,0.3136986301369863,458,True,random,4,2029
0.525,0.475,0.53125,0.875,0.8723404255319149,0.7395833333333334,0.3541666666666667,5.798064253679585,24.15860105699827,0.041393125274127564,200,105,48,51,34,200,200,1.0,1755,1200,555,0.6837606837606838,0.3162393162393162,355,552,0.3145299145299145,552,True,random,5,2030
