hit_rate,miss_rate,outage_probability,noma_success_rate,sic_success_rate,cic_benefit_rate,avg_throughput,spectral_efficiency,energy_per_bit,total_requests,cache_hits,noma_transmissions,outages,cic_events,phase,policy,run,capacity,current_size,utilization,total_hits,total_misses,evictions,cic_opportunities,cic_rate,noma_paired_hits,noma_awareness_enabled,training_step,epsilon,eval_mode,avg_episode_reward,avg_loss,replay_buffer_size,use_neural_network,cic_count,sic_count,warm_up_steps,beta,action_dim,state_dim
0.6525,0.3475,0.16546762589928057,0.8345323741007195,0.0,0.5899280575539568,7.561718698042945,21.760341577102,0.09191032194570707,800,522,278,46,278,eval,topk,48,,,,,,,,,,,,,,,,,,,,,,,
0.6525,0.3475,0.1079136690647482,0.8920863309352518,0.0,0.7194244604316546,7.177987965662016,20.656080476725226,0.09682379008222551,800,522,278,30,278,eval,topk,49,,,,,,,,,,,,,,,,,,,,,,,
0.6425,0.3575,0.07342657342657342,0.9265734265734266,0.0,0.7237762237762237,7.231808478340316,20.228834904448437,0.09886876873764927,800,514,286,21,286,eval,topk,50,,,,,,,,,,,,,,,,,,,,,,,
0.6425,0.3575,0.16083916083916083,0.8391608391608392,0.0,0.6188811188811189,7.012820151434702,19.61628014387329,0.10195612956846233,800,514,286,46,286,eval,topk,51,,,,,,,,,,,,,,,,,,,,,,,
0.6375,0.3625,0.12758620689655173,0.8724137931034482,0.0,0.6517241379310345,7.245042058404472,19.986322919736473,0.1000684321989515,800,510,290,37,290,eval,topk,52,,,,,,,,,,,,,,,,,,,,,,,
0.6575,0.3425,0.16423357664233576,0.8357664233576643,0.0,0.6021897810218978,7.492232661761766,21.87513185915844,0.09142802031443124,800,526,274,45,274,eval,topk,53,,,,,,,,,,,,,,,,,,,,,,,
0.64625,0.35375,0.09187279151943463,0.9081272084805654,0.0,0.7455830388692579,7.393983141452042,20.90171912777962,0.09568590926771577,800,517,283,26,283,eval,topk,54,,,,,,,,,,,,,,,,,,,,,,,
0.65125,0.34875,0.17562724014336917,0.8243727598566308,0.0,0.7275985663082437,7.0400809809906795,20.186612131872916,0.09907556488105167,800,521,279,49,279,eval,topk,55,,,,,,,,,,,,,,,,,,,,,,,
0.65375,0.34625,0.12274368231046931,0.8772563176895307,0.0,0.6425992779783394,7.202905044136688,20.80261384588213,0.09614176443485245,800,523,277,34,277,eval,topk,56,,,,,,,,,,,,,,,,,,,,,,,
0.63125,0.36875,0.061016949152542375,0.9389830508474576,0.0,0.7932203389830509,7.266308462398411,19.705243287860096,0.10149582884024323,800,505,295,18,295,eval,topk,57,,,,,,,,,,,,,,,,,,,,,,,
0.6675,0.3325,0.0,1.0,0.0,0.46616541353383456,7.5768944451913125,22.78765246674079,0.08776682911585805,800,534,266,0,266,eval,topk,58,,,,,,,,,,,,,,,,,,,,,,,
0.6525,0.3475,0.17266187050359713,0.8273381294964028,0.0,0.6510791366906474,6.962279857790592,20.035337720260696,0.09982362303668603,800,522,278,48,278,eval,topk,59,,,,,,,,,,,,,,,,,,,,,,,
0.64375,0.35625,0.12631578947368421,0.8736842105263158,0.0,0.5017543859649123,7.169369822024451,20.124546868840564,0.09938111963637103,800,515,285,36,285,eval,topk,60,,,,,,,,,,,,,,,,,,,,,,,
0.6725,0.3275,0.20610687022900764,0.7938931297709924,0.0,0.6946564885496184,7.302494120770718,22.29769197181899,0.08969538203898891,800,538,262,54,262,eval,topk,61,,,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.10416666666666667,0.8958333333333334,0.0,0.7013888888888888,7.03554389878457,19.543177496623805,0.10233750373221097,800,512,288,30,288,eval,topk,62,,,,,,,,,,,,,,,,,,,,,,,
0.66375,0.33625,0.08550185873605948,0.9144981412639405,0.0,0.4349442379182156,7.461028057819578,22.188931026972725,0.09013503163215987,800,531,269,23,269,eval,topk,63,,,,,,,,,,,,,,,,,,,,,,,
0.645,0.355,0.19718309859154928,0.8028169014084507,0.0,0.9436619718309859,7.214023476479954,20.321192891492828,0.09841941910985309,800,516,284,56,284,eval,topk,64,,,,,,,,,,,,,,,,,,,,,,,
0.62875,0.37125,0.12794612794612795,0.8720538720538721,0.0,0.6195286195286195,7.0203741806046205,18.91009880297541,0.10576359334967145,800,503,297,38,297,eval,topk,65,,,,,,,,,,,,,,,,,,,,,,,
0.6625,0.3375,0.07407407407407407,0.9259259259259259,0.0,0.7555555555555555,7.24913782278885,21.47892688233733,0.09311452154738005,800,530,270,20,270,eval,topk,66,,,,,,,,,,,,,,,,,,,,,,,
0.6575,0.3425,0.15693430656934307,0.843065693430657,0.0,0.8065693430656934,7.167839019003377,20.927997135776284,0.09556576231468478,800,526,274,43,274,eval,topk,67,,,,,,,,,,,,,,,,,,,,,,,
0.63875,0.36125,0.1972318339100346,0.8027681660899654,0.0,0.5397923875432526,6.805944239504041,18.839984053990424,0.10615720237705761,800,511,289,57,289,eval,topk,68,,,,,,,,,,,,,,,,,,,,,,,
0.665,0.335,0.2574626865671642,0.7425373134328358,0.0,0.6156716417910447,7.471454534687399,22.302849357275818,0.08967464057894216,800,532,268,69,268,eval,topk,69,,,,,,,,,,,,,,,,,,,,,,,
0.6375,0.3625,0.09310344827586207,0.906896551724138,0.0,0.6827586206896552,6.956910270762122,19.191476608998958,0.10421292955968757,800,510,290,27,290,eval,topk,70,,,,,,,,,,,,,,,,,,,,,,,
0.6475,0.3525,0.11702127659574468,0.8829787234042553,0.0,0.5709219858156028,8.043525900262715,22.81851319223465,0.08764812953197225,800,518,282,33,282,eval,topk,71,,,,,,,,,,,,,,,,,,,,,,,
0.6675,0.3325,0.06390977443609022,0.9360902255639098,0.0,0.5225563909774437,6.983193227768314,21.002084895543803,0.09522864086814341,800,534,266,17,266,eval,topk,72,,,,,,,,,,,,,,,,,,,,,,,
0.62875,0.37125,0.07407407407407407,0.9259259259259259,0.0,0.7037037037037037,6.862591210534026,18.485094169788624,0.10819528327146574,800,503,297,22,297,eval,topk,73,,,,,,,,,,,,,,,,,,,,,,,
0.62125,0.37875,0.0,1.0,0.0,0.759075907590759,7.041543197747569,18.59153319537312,0.10757585073713773,800,497,303,0,303,eval,topk,74,,,,,,,,,,,,,,,,,,,,,,,
0.65625,0.34375,0.04,0.96,0.0,0.6545454545454545,7.290271117482979,21.208061432677756,0.09430376304542218,800,525,275,11,275,eval,topk,75,,,,,,,,,,,,,,,,,,,,,,,
0.65125,0.34875,0.16487455197132617,0.8351254480286738,0.0,0.5806451612903226,6.970352312087577,19.986673296308467,0.10006667794832066,800,521,279,46,279,eval,topk,76,,,,,,,,,,,,,,,,,,,,,,,
0.63375,0.36625,0.07508532423208192,0.9249146757679181,0.0,0.5290102389078498,7.5104697658432205,20.506402091039508,0.09753051710977234,800,507,293,22,293,eval,topk,77,,,,,,,,,,,,,,,,,,,,,,,
0.65375,0.34625,0.061371841155234655,0.9386281588447654,0.0,0.8592057761732852,7.4143487257822605,21.413281518504725,0.09339997693822216,800,523,277,17,277,eval,topk,78,,,,,,,,,,,,,,,,,,,,,,,
0.62,0.38,0.27631578947368424,0.7236842105263158,0.0,0.7039473684210527,6.931185888833649,18.239962865351707,0.10964934604111298,800,496,304,84,304,eval,topk,79,,,,,,,,,,,,,,,,,,,,,,,
0.65875,0.34125,0.26373626373626374,0.7362637362637363,0.0,0.6776556776556777,7.5986089329389355,22.26698588407014,0.08981907162526227,800,527,273,72,273,eval,topk,80,,,,,,,,,,,,,,,,,,,,,,,
0.6425,0.3575,0.0,1.0,0.0,0.7062937062937062,7.129615852874914,19.942981406643117,0.10028590807058513,800,514,286,0,286,eval,topk,81,,,,,,,,,,,,,,,,,,,,,,,
0.64375,0.35625,0.22807017543859648,0.7719298245614035,0.0,0.8421052631578947,6.9224126291470895,19.431333695851478,0.10292654283565687,800,515,285,65,285,eval,topk,82,,,,,,,,,,,,,,,,,,,,,,,
0.6375,0.3625,0.041379310344827586,0.9586206896551724,0.0,0.40344827586206894,7.049997805395866,19.448269807988595,0.10283691144486681,800,510,290,12,290,eval,topk,83,,,,,,,,,,,,,,,,,,,,,,,
0.655,0.345,0.11594202898550725,0.8840579710144928,0.0,0.7065217391304348,7.183838694848162,20.82272085463235,0.09604892722533269,800,524,276,32,276,eval,topk,84,,,,,,,,,,,,,,,,,,,,,,,
0.635,0.365,0.0,1.0,0.0,0.8287671232876712,7.515221376588044,20.58964760709053,0.0971361937885354,800,508,292,0,292,eval,topk,85,,,,,,,,,,,,,,,,,,,,,,,
0.63625,0.36375,0.0,1.0,0.0,0.47079037800687284,7.605164020248265,20.907667409617222,0.09565868639559615,800,509,291,0,291,eval,topk,86,,,,,,,,,,,,,,,,,,,,,,,
0.65875,0.34125,0.1978021978021978,0.8021978021978022,0.0,0.5347985347985348,7.061593933288605,20.693315555424483,0.09664956756896921,800,527,273,54,273,eval,topk,87,,,,,,,,,,,,,,,,,,,,,,,
0.65125,0.34875,0.11469534050179211,0.8853046594982079,0.0,0.5734767025089605,7.167509293102639,20.551997973054164,0.09731413960930761,800,521,279,32,279,eval,topk,88,,,,,,,,,,,,,,,,,,,,,,,
0.6625,0.3375,0.25555555555555554,0.7444444444444445,0.0,0.5148148148148148,7.191525462341393,21.308223592122648,0.09386047557429293,800,530,270,69,270,eval,topk,89,,,,,,,,,,,,,,,,,,,,,,,
0.64,0.36,0.1909722222222222,0.8090277777777778,0.0,0.3680555555555556,7.024345747393056,19.512071520536267,0.10250064929779594,800,512,288,55,288,eval,topk,90,,,,,,,,,,,,,,,,,,,,,,,
0.63375,0.36625,0.051194539249146756,0.9488054607508533,0.0,0.6689419795221843,7.488298870918493,20.445867224350835,0.0978192794687632,800,507,293,15,293,eval,topk,91,,,,,,,,,,,,,,,,,,,,,,,
0.64875,0.35125,0.0,1.0,0.0,0.6903914590747331,7.307071811252518,20.803051419935997,0.0961397421766385,800,519,281,0,281,eval,topk,92,,,,,,,,,,,,,,,,,,,,,,,
0.6375,0.3625,0.06896551724137931,0.9310344827586207,0.0,0.6379310344827587,7.04182984946077,19.42573751575385,0.10295619398635669,800,510,290,20,290,eval,topk,93,,,,,,,,,,,,,,,,,,,,,,,
0.6675,0.3325,0.11278195488721804,0.8872180451127819,0.0,0.8834586466165414,7.357805250421166,22.12873759525163,0.09038021221911723,800,534,266,30,266,eval,topk,94,,,,,,,,,,,,,,,,,,,,,,,
0.67625,0.32375,0.20077220077220076,0.7992277992277992,0.0,0.583011583011583,7.190517232299168,22.210091837217508,0.09004915489131814,800,541,259,52,259,eval,topk,95,,,,,,,,,,,,,,,,,,,,,,,
0.65625,0.34375,0.0,1.0,0.0,0.6618181818181819,7.593870339919335,22.09125917067443,0.09053354471776547,800,525,275,0,275,eval,topk,96,,,,,,,,,,,,,,,,,,,,,,,
0.68,0.32,0.0,1.0,0.0,0.6171875,7.587378383815353,23.71055744942298,0.08435061066219986,800,544,256,0,256,eval,topk,97,,,,,,,,,,,,,,,,,,,,,,,
0.6625,0.3375,0.13703703703703704,0.8629629629629629,0.0,0.4740740740740741,7.257430549192288,21.503497923532706,0.09300812393928093,800,530,270,37,270,eval,topk,98,,,,,,,,,,,,,,,,,,,,,,,
0.64625,0.35375,0.12014134275618374,0.8798586572438163,0.0,0.6784452296819788,7.008570122193124,19.812212359556536,0.10094783781354374,800,517,283,34,283,eval,topk,99,,,,,,,,,,,,,,,,,,,,,,,
0.5575,0.4425,0.02824858757062147,0.9717514124293786,0.0,0.655367231638418,6.585769080967804,14.883093968288822,0.13438066065170112,800,446,354,10,354,eval,lru,0,,,,,,,,,,,,,,,,,,,,,,,
0.63875,0.36125,0.16262975778546712,0.8373702422145328,0.0,0.8062283737024222,7.449541188674917,20.62156730429043,0.09698583868471962,800,511,289,47,289,eval,lru,1,,,,,,,,,,,,,,,,,,,,,,,
0.60875,0.39125,0.1501597444089457,0.8498402555910544,0.0,0.6517571884984026,6.540534112903169,16.717020096877107,0.1196385473254063,800,487,313,47,313,eval,lru,2,,,,,,,,,,,,,,,,,,,,,,,
0.63375,0.36625,0.0,1.0,0.0,0.7167235494880546,7.093115393963077,19.366867969865055,0.10326915034026204,800,507,293,0,293,eval,lru,3,,,,,,,,,,,,,,,,,,,,,,,
0.60375,0.39625,0.11356466876971609,0.886435331230284,0.0,0.8233438485804416,6.981832804444932,17.619767329829482,0.11350887685185769,800,483,317,36,317,eval,lru,4,,,,,,,,,,,,,,,,,,,,,,,
0.62625,0.37375,0.2709030100334448,0.7290969899665551,0.0,0.725752508361204,7.4654225025498135,19.974374588762043,0.10012829143222524,800,501,299,81,299,eval,lru,5,,,,,,,,,,,,,,,,,,,,,,,
0.65875,0.34125,0.17216117216117216,0.8278388278388278,0.0,0.6483516483516484,7.12117221603244,20.867903929765394,0.09584096259649998,800,527,273,47,273,eval,lru,6,,,,,,,,,,,,,,,,,,,,,,,
0.6175,0.3825,0.12745098039215685,0.8725490196078431,0.0,0.803921568627451,7.120125241905511,18.614706514785652,0.1074419303044827,800,494,306,39,306,eval,lru,7,,,,,,,,,,,,,,,,,,,,,,,
0.58625,0.41375,0.0,1.0,0.0,0.7069486404833837,6.9903288422226355,16.895054603559238,0.11837783581822015,800,469,331,0,331,eval,lru,8,,,,,,,,,,,,,,,,,,,,,,,
0.6075,0.3925,0.1305732484076433,0.8694267515923567,0.0,0.643312101910828,6.575855469735508,16.753771897415305,0.119376103020034,800,486,314,41,314,eval,lru,9,,,,,,,,,,,,,,,,,,,,,,,
0.61375,0.38625,0.16828478964401294,0.8317152103559871,0.0,0.8284789644012945,7.112149774496799,18.413332749506274,0.10861694768719296,800,491,309,52,309,eval,lru,10,,,,,,,,,,,,,,,,,,,,,,,
0.63125,0.36875,0.20677966101694914,0.7932203389830509,0.0,0.7864406779661017,7.010706603404024,19.012085704146507,0.10519624364852316,800,505,295,61,295,eval,lru,11,,,,,,,,,,,,,,,,,,,,,,,
0.6375,0.3625,0.0,1.0,0.0,0.6655172413793103,7.509699082992842,20.716411263428533,0.09654181771968758,800,510,290,0,290,eval,lru,12,,,,,,,,,,,,,,,,,,,,,,,
0.585,0.415,0.12048192771084337,0.8795180722891566,0.0,0.8644578313253012,7.3334936770887955,17.671069101418784,0.11317934350895742,800,468,332,40,332,eval,lru,13,,,,,,,,,,,,,,,,,,,,,,,
0.60125,0.39875,0.14106583072100312,0.8589341692789969,0.0,0.8369905956112853,6.669455694055239,16.725907696690253,0.11957497531782761,800,481,319,45,319,eval,lru,14,,,,,,,,,,,,,,,,,,,,,,,
0.6225,0.3775,0.04304635761589404,0.956953642384106,0.0,0.7185430463576159,7.283821255363107,19.294890742683727,0.10365438325989816,800,498,302,13,302,eval,lru,15,,,,,,,,,,,,,,,,,,,,,,,
0.59875,0.40125,0.0,1.0,0.0,0.7414330218068536,7.2558061531410765,18.083005989136637,0.11060108043991689,800,479,321,0,321,eval,lru,16,,,,,,,,,,,,,,,,,,,,,,,
0.6375,0.3625,0.16206896551724137,0.8379310344827586,0.0,0.8172413793103448,7.081596171968695,19.53543771577571,0.10237804901524748,800,510,290,47,290,eval,lru,17,,,,,,,,,,,,,,,,,,,,,,,
0.61875,0.38125,0.0,1.0,0.0,0.7573770491803279,6.907092618715585,18.11696424581137,0.11039377088037244,800,495,305,0,305,eval,lru,18,,,,,,,,,,,,,,,,,,,,,,,
0.6475,0.3525,0.1276595744680851,0.8723404255319149,0.0,0.7056737588652482,7.197418093263496,20.418207356775877,0.09795179199883533,800,518,282,36,282,eval,lru,19,,,,,,,,,,,,,,,,,,,,,,,
0.58125,0.41875,0.1373134328358209,0.8626865671641791,0.0,0.9373134328358209,6.9242642365322125,16.535556385748567,0.12095147894289979,800,465,335,46,335,eval,lru,20,,,,,,,,,,,,,,,,,,,,,,,
0.585,0.415,0.12650602409638553,0.8734939759036144,0.0,0.5963855421686747,6.894042505816713,16.61215061642581,0.12039380367900313,800,468,332,42,332,eval,lru,21,,,,,,,,,,,,,,,,,,,,,,,
0.58625,0.41375,0.0755287009063444,0.9244712990936556,0.0,0.8761329305135952,6.820402869946598,16.48435738959903,0.1213271438328509,800,469,331,25,331,eval,lru,22,,,,,,,,,,,,,,,,,,,,,,,
0.60125,0.39875,0.0,1.0,0.0,0.8119122257053292,6.673082135681963,16.73500222114599,0.119509993101336,800,481,319,0,319,eval,lru,23,,,,,,,,,,,,,,,,,,,,,,,
